Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
174,Adam Kershaw,1465,M30-34,GBR,00:00:00,03:37:31,02:23:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
58,Rekha Belur,941,F45-49,USA,00:00:00,03:38:12,02:30:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
54,Cindi Farrell,1037,F50-54,USA,00:00:00,03:10:16,02:48:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
196,Timothy Summey,1779,M35-39,USA,00:00:00,03:08:40,02:52:27,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
175,Jesse Vaughan,1566,M30-34,USA,00:00:00,03:14:56,02:52:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
39,Angelina Outlaw,631,F25-29,USA,00:00:00,03:31:02,02:39:40,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
164,David Woodard,2025,M40-44,USA,00:00:00,03:05:17,02:52:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
25,Cindy Braun,1112,F55-59,USA,00:00:00,03:30:20,02:40:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
197,Nick Powell,1745,M35-39,USA,00:00:00,03:13:16,02:50:41,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
74,Patrick Moran,2644,M55-59,USA,00:00:00,03:13:51,02:38:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
75,Franz Mairhofer,2384,M55-59,USA,00:00:00,03:23:39,02:34:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
119,Andy Ia,1292,M25-29,USA,00:00:00,03:32:09,02:32:40,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
55,Tere Schneider,996,F50-54,USA,00:00:00,03:12:39,02:45:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
120,Serdar Seyhun,2308,M50-54,TUR,00:00:00,03:32:26,02:27:52,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
70,Anna Quinlan,819,F35-39,USA,00:00:00,03:35:31,02:30:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
71,Stephani Platt,817,F35-39,USA,00:00:00,03:09:06,03:04:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
165,Masoud Mirmomeni,1953,M40-44,USA,00:00:00,03:16:49,02:52:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
26,Jan Henson,1128,F55-59,USA,00:00:00,03:23:17,02:52:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
56,Julie Royal,1089,F50-54,USA,00:00:00,03:35:45,02:40:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
59,Samantha Greasley,964,F45-49,GBR,00:00:00,03:39:43,02:19:22,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
72,Stacey Bankston,747,F35-39,USA,00:00:00,03:28:33,02:32:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
57,Vickie Tippett,1098,F50-54,USA,00:00:00,03:34:04,02:38:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
176,Harry Wang,1569,M30-34,CHN,00:00:00,03:32:25,02:21:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
76,Michael Johnson,2629,M55-59,USA,00:00:00,03:07:40,02:54:50,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Boomer Bikers,4006,URELAY,USA,00:00:00,03:44:42,02:26:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Txcal,4062,URELAY,USA,00:00:00,03:57:48,02:32:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
60,Amara Siva,360,F45-49,USA,00:00:00,03:15:42,02:50:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
10,Karen Linder,1175,F60-64,USA,00:00:00,03:26:44,02:41:06,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
166,Edgar Pacheco,1963,M40-44,MEX,00:00:00,03:10:11,03:00:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
167,Jim Spratling,2658,M40-44,USA,00:00:00,03:21:37,02:50:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
64,Ayse Enkavi,115,F30-34,TUR,00:00:00,03:25:02,02:24:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
11,Kathleen McCartney,2535,F60-64,USA,00:00:00,03:07:57,03:03:48,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
124,James Lawrence,2122,M45-49,USA,00:00:00,03:09:43,02:49:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
198,Brandon Cale,1612,M35-39,USA,00:00:00,03:35:49,02:23:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
40,Ellen Umeda,650,F25-29,USA,00:00:00,03:34:44,02:51:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
58,Kristen Beals,1021,F50-54,USA,00:00:00,03:26:46,02:44:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
125,Matthew Tweed,2187,M45-49,USA,00:00:00,03:08:39,03:00:04,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
59,Tammie Tillous,929,F40-44,USA,00:00:00,03:23:03,02:51:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
177,Jose Capriles,1394,M30-34,VEN,00:00:00,03:18:36,02:49:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
65,Jacqueline Tricarico,2514,F30-34,USA,00:00:00,03:28:54,02:38:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
178,Jason Kerestes,2561,M30-34,USA,00:00:00,03:28:51,02:44:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
179,Robert Merchant,551,M30-34,USA,00:00:00,03:20:05,02:46:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
126,Josh Nichol,2138,M45-49,USA,00:00:00,03:15:11,02:40:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
199,Nicholas Adcock,1589,M35-39,USA,00:00:00,03:16:24,02:35:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
168,Timothy Finn,2589,M40-44,USA,00:00:00,03:09:04,02:58:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Unknown Contact Timing,2655,U NOAGE,USA,00:00:00,03:20:43,02:49:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
14,Ryley McBride,581,F18-24,USA,00:00:00,03:35:51,02:28:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
127,Dharshun Sharma,2174,M45-49,USA,00:00:00,03:28:52,02:41:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
169,Chris Alarcon,1821,M40-44,USA,00:00:00,03:19:37,02:47:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
41,Julia Lerner,627,F25-29,USA,00:00:00,03:43:36,02:25:37,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
170,Alexander Newbold,1959,M40-44,USA,00:00:00,04:14:49,01:59:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
59,Karen Kucharski,1057,F50-54,USA,00:00:00,03:30:18,02:32:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
121,Joel Tanjuakio,2317,M50-54,USA,00:00:00,03:15:00,02:50:59,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
60,Dana Kennedy,223,F50-54,USA,00:00:00,03:16:23,02:42:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
60,Danielle Lyons,898,F40-44,USA,00:00:00,03:24:38,02:45:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
77,Brett Rufkahr,2404,M55-59,USA,00:00:00,03:24:45,02:54:16,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
122,Jerry Pasol,2289,M50-54,USA,00:00:00,03:16:53,02:24:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
4,Paul Ziegler,2504,M70-74,USA,00:00:00,03:26:05,02:49:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
180,Tae Lee,1475,M30-34,USA,00:00:00,03:30:37,02:48:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
66,Stephanie Avalos,656,F30-34,USA,00:00:00,03:17:04,02:41:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
27,Margie Cofano,2532,F55-59,USA,00:00:00,03:17:46,02:30:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
78,Greg Pounds,2401,M55-59,USA,00:00:00,03:39:57,02:27:20,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
61,Kristal Hertel,876,F40-44,USA,00:00:00,03:33:40,02:37:45,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
181,David Lingenfelter,1480,M30-34,USA,00:00:00,03:34:46,02:12:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
200,Drew Spilinek,1773,M35-39,USA,00:00:00,03:32:32,02:46:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
62,Lindsay Andras,836,F40-44,USA,00:00:00,04:14:17,01:57:32,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
61,Lauren Kearney,1053,F50-54,USA,00:00:00,04:10:22,01:51:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
63,Paloma Buehler,847,F40-44,USA,00:00:00,03:48:43,02:10:59,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
120,Tyler Johnson,1293,M25-29,USA,00:00:00,03:22:35,02:49:25,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
201,Aaron Anderson,1594,M35-39,USA,00:00:00,03:19:00,02:29:24,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
64,Alexa Labianca,891,F40-44,USA,00:00:00,03:41:53,02:32:53,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
128,Jim Palmer,518,M45-49,USA,00:00:00,03:10:17,03:08:47,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
73,Becky Larson,797,F35-39,USA,00:00:00,03:57:39,02:28:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Marcos A Mayo,2486,M65-69,MEX,00:00:00,03:25:39,02:51:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
62,Stacy Lewis,1061,F50-54,USA,00:00:00,03:27:37,02:51:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
182,Julian Tooma,1557,M30-34,USA,00:00:00,03:23:57,02:55:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
42,Ruthann Tibbetts,648,F25-29,USA,00:00:00,03:27:32,02:57:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
65,Emily Odriscoll,2520,F40-44,USA,00:00:00,03:34:11,02:36:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
74,Christine Davis,767,F35-39,USA,00:00:00,03:24:29,02:54:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
202,Joseph Abraham,1588,M35-39,USA,00:00:00,03:34:48,02:46:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
183,Phillip Millpointer,1494,M30-34,USA,00:00:00,03:38:23,02:34:07,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
129,Marc Hogrefe,2105,M45-49,USA,00:00:00,03:23:46,02:49:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Pryor Triers,4037,URELAY,USA,00:00:00,03:20:39,03:00:41,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
130,Daryl Thomas,2185,M45-49,USA,00:00:00,03:10:00,03:05:52,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
131,Adam Rich,2156,M45-49,USA,00:00:00,03:14:40,02:56:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
203,Vechi \ Mutum,2639,M35-39,USA,00:00:00,03:25:34,02:43:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
123,Chuck Davidson,2650,M50-54,USA,00:00:00,03:31:47,02:43:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
132,Dermot Cantwell,2051,M45-49,IRL,00:00:00,03:06:12,03:05:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
67,Carli Osullivan,703,F30-34,USA,00:00:00,03:28:08,02:48:29,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
66,Maria Serrata,922,F40-44,USA,00:00:00,03:33:56,02:36:04,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
43,Jessica Villa,651,F25-29,USA,00:00:00,03:25:21,02:46:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
124,Charles Duggan,2234,M50-54,USA,00:00:00,03:15:54,03:09:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
125,Chris Katsuleres,2257,M50-54,USA,00:00:00,03:17:07,02:56:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
67,Ruthy Caban,117,F40-44,USA,00:00:00,03:42:34,02:28:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
63,Kira King,1055,F50-54,USA,00:00:00,03:31:35,02:41:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
79,Michael Beveridge,2339,M55-59,AUS,00:00:00,03:01:52,03:27:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
68,Jennifer Smerud,924,F40-44,USA,00:00:00,03:28:33,02:49:57,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
80,Mark Stern,2412,M55-59,USA,00:00:00,03:35:23,02:28:52,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
28,Launa Atkinson,1110,F55-59,USA,00:00:00,03:29:57,02:51:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
75,Nicole Denison,768,F35-39,USA,00:00:00,03:47:20,02:34:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
81,Drew Herd,2628,M55-59,USA,00:00:00,03:30:48,02:34:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
61,Wilma Campos,947,F45-49,USA,00:00:00,03:19:51,02:55:38,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
68,Melissa Finley,668,F30-34,USA,00:00:00,03:37:52,02:44:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
133,Matt Snyder,2176,M45-49,USA,00:00:00,03:20:47,03:03:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
121,Argyle Roble,1338,M25-29,USA,00:00:00,03:37:45,02:13:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
184,Colby Schrauth,1537,M30-34,USA,00:00:00,03:40:40,02:36:28,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
185,Jonathan Weindel,1574,M30-34,USA,00:00:00,03:40:42,02:39:25,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
69,Tiffany Cavallaro,850,F40-44,USA,00:00:00,03:30:06,02:47:15,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
204,Paul Saltsman,1761,M35-39,USA,00:00:00,03:13:44,03:12:49,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
76,Caroline Eclarino,770,F35-39,USA,00:00:00,03:31:36,02:42:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
29,Maria Oldham,1146,F55-59,USA,00:00:00,03:21:21,02:52:09,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
205,Ted Ross,1756,M35-39,USA,00:00:00,03:37:28,02:20:46,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
82,Dave Hall,2366,M55-59,USA,00:00:00,03:18:13,03:08:32,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
186,Antonny Oliveira,125,M30-34,USA,00:00:00,03:30:42,02:46:17,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
126,Tim Goforth,2244,M50-54,USA,00:00:00,02:52:12,03:17:36,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
77,Jenna Mitchell,2517,F35-39,USA,00:00:00,03:45:32,02:25:56,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
30,Gail Obyrne,1144,F55-59,USA,00:00:00,03:22:36,02:53:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
62,Nadine Link,977,F45-49,USA,00:00:00,03:32:48,02:48:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
70,Salina Eastwood,858,F40-44,USA,00:00:00,03:23:09,03:02:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
71,Carmen Hanney,873,F40-44,USA,00:00:00,03:29:19,02:57:30,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
134,Rob Reber,2154,M45-49,USA,00:00:00,03:40:11,02:44:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
83,Craig Robertson,2403,M55-59,USA,00:00:00,03:24:23,03:01:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
171,Richard Barajas,1834,M40-44,USA,00:00:00,03:19:02,02:53:04,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
206,Jonathan Tam,1781,M35-39,USA,00:00:00,03:21:29,02:49:07,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
207,Nathan Allen,1591,M35-39,USA,00:00:00,03:29:39,02:40:21,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
63,Evelyne Ouellet,514,F45-49,CAN,00:00:00,03:36:53,02:50:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
64,Martha Ornelas,1083,F50-54,USA,00:00:00,03:42:13,02:44:02,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
78,Erin Randall,820,F35-39,USA,00:00:00,03:43:07,02:48:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
64,Rochelle Anderson,938,F45-49,USA,00:00:00,03:22:34,03:05:39,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
172,Steve Little,1928,M40-44,USA,00:00:00,03:37:40,02:48:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
127,Erwin Tiburcio,2318,M50-54,USA,00:00:00,03:20:01,03:01:10,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
208,Timothy Zolezzi,1819,M35-39,USA,00:00:00,03:15:17,03:06:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
128,Tin Tse,2322,M50-54,USA,00:00:00,03:28:23,02:50:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
72,Jessica Farnham,2656,F40-44,USA,00:00:00,03:38:30,02:53:08,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
15,Annie Foote,573,F18-24,USA,00:00:00,03:55:37,02:26:43,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
44,Rachel Priest,634,F25-29,USA,00:00:00,03:29:08,02:56:18,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
2,Deborah Eppstein,1195,F70-74,USA,00:00:00,03:39:03,02:50:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
69,Ashley Sturgis,727,F30-34,USA,00:00:00,03:50:35,02:39:51,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
135,Russell Pena,500,M45-49,PHL,00:00:00,03:16:20,02:59:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
12,Laurie Reilly,1178,F60-64,USA,00:00:00,03:50:09,02:43:12,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
65,Heather Neville,984,F45-49,USA,00:00:00,03:44:20,02:41:55,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
136,Dennis Casido,2054,M45-49,PHL,00:00:00,03:04:29,03:08:44,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
129,Rick Stenehjem,2313,M50-54,USA,00:00:00,03:19:58,03:05:35,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
79,Rebecca Mello,807,F35-39,USA,00:00:00,03:39:30,02:41:14,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
66,Carla Redmond,989,F45-49,USA,00:00:00,03:25:29,02:48:13,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
45,Zachary Stiffler,1230,M18-24,USA,00:00:00,03:38:14,02:43:07,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
130,Nathan Nehm,2281,M50-54,USA,00:00:00,03:31:22,02:44:19,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
187,Keegan Hines,1453,M30-34,USA,00:00:00,03:37:38,02:47:11,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
80,Tara Capsuto,762,F35-39,USA,00:00:00,03:41:24,02:43:23,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
45,Jessica Crane,608,F25-29,USA,00:00:00,03:54:07,02:33:05,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
137,Jerome Esteban,2073,M45-49,USA,00:00:00,03:18:06,02:56:31,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
-,Team Debutage,4012,URELAY,USA,00:00:00,03:45:20,02:55:01,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
84,Lorenzo Vasquez,2420,M55-59,USA,00:00:00,03:20:45,03:04:42,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
173,Dipal Soni,2000,M40-44,USA,00:00:00,03:41:30,02:50:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
16,Bert Polacek,2489,M65-69,USA,00:00:00,03:31:26,03:03:58,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
46,Courtney Scales,638,F25-29,USA,00:00:00,04:10:16,02:21:54,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
31,Leigh Duquette,1122,F55-59,USA,00:00:00,03:25:38,02:57:34,00:00:00,00:00:00,Ironman 70.3 Santa Rosa,07/27/2019,"Santa Rosa, California
"
