Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
74,Tatsuya Aonuma,2025,M30-34,JPN,00:39:01,00:06:08,00:09:21,18:14:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Tiffany Woods,492,F30-34,USA,00:31:41,00:03:24,00:04:11,18:14:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
96,Brent Ragas,419,M45-49,USA,00:35:28,00:04:32,00:03:22,18:14:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
64,Dave Harkins,620,M50-54,USA,00:33:14,00:05:58,00:03:59,18:14:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
99,Peter Pistolis,2388,M35-39,USA,00:28:36,00:03:39,00:03:57,18:13:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Karen Meadows,540,F55-59,USA,00:33:33,00:03:43,00:03:34,18:13:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
65,Scott Garver,3205,M50-54,USA,00:42:39,00:03:28,00:05:06,18:13:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
99,Brook Pointer,2682,M40-44,USA,00:37:37,00:04:06,00:03:27,18:13:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
100,Jeff Merry,2647,M40-44,USA,00:35:55,00:05:30,00:04:50,18:13:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
66,Mark Mascara,3263,M50-54,USA,00:31:42,00:04:14,00:03:40,18:13:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
101,Peter Dodsworth,2532,M40-44,CAN,00:36:09,00:04:32,00:02:47,18:13:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
97,Chuck Dorsey,2859,M45-49,USA,00:32:34,00:03:05,00:05:15,18:13:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
26,Jennifer Dustin,522,F45-49,USA,00:37:46,00:03:52,00:03:45,18:13:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
98,Bram Arrington,2787,M45-49,USA,00:34:28,00:06:24,00:05:28,18:13:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
100,Patrick Gibbs,2277,M35-39,USA,00:31:24,00:03:54,00:04:04,18:13:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Team Powell Posse,4044,RELAY,USA,00:39:39,00:02:05,00:02:13,18:13:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
102,Francisco Ruiz,2701,M40-44,VEN,00:36:18,00:03:59,00:04:09,18:13:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
67,David Flettrich,3201,M50-54,USA,00:40:52,00:02:22,00:03:41,18:13:16,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
101,Carlos Borges,2228,M35-39,PRI,00:36:38,00:04:13,00:02:31,18:13:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
75,Brandon Chaney,2055,M30-34,USA,00:30:58,00:03:53,00:03:10,18:13:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Janice Addison,1730,F55-59,USA,00:31:58,00:03:55,00:02:59,18:13:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Angie Kaiser,935,F30-34,USA,00:29:48,00:03:14,00:01:57,18:13:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
103,Brian Milkes,2650,M40-44,USA,00:31:29,00:05:49,00:05:02,18:13:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Kacie Brewer,480,F30-34,USA,00:36:39,00:04:28,00:03:27,18:12:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
27,Claire Bacon,1366,F45-49,USA,00:32:10,00:03:50,00:03:14,18:12:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Team Trekkin' 4 Zoe,4067,RELAY,USA,00:36:51,00:04:01,00:02:22,18:12:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
99,Scott Thomas,611,M45-49,USA,00:34:18,00:02:00,00:04:01,18:12:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
76,Rudi Pienaar,551,M30-34,ZAF,00:34:51,00:04:03,00:02:30,18:12:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
68,Conrad Caringal,3165,M50-54,USA,00:36:28,00:07:49,00:06:08,18:12:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
77,Israel Priego,2158,M30-34,MEX,00:31:32,00:03:15,00:02:51,18:12:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Jake Chandler,1865,M18-24,USA,00:32:04,00:03:26,00:03:05,18:12:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
78,Dusten Winebarger,2203,M30-34,USA,00:31:37,00:03:09,00:02:16,18:12:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
104,Nathan Rhodes,668,M40-44,USA,00:34:31,00:03:42,00:04:09,18:12:23,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
105,Emilio Eduardo Cura Castro,2528,M40-44,COL,00:36:22,00:05:04,00:04:35,18:12:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
69,Jay Odell,3287,M50-54,USA,00:32:11,00:05:05,00:05:35,18:12:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Leslie Alcuri,1153,F40-44,USA,00:32:10,00:03:58,00:02:28,18:12:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
106,Alex Oliveira,2667,M40-44,BRA,00:37:59,00:08:29,00:04:10,18:12:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
100,Theoden Janes,2924,M45-49,USA,00:34:07,00:02:22,00:01:24,18:12:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Jessica Daniel,908,F30-34,USA,00:39:03,00:02:46,00:04:42,18:12:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,Tasha Wallace,1568,F45-49,USA,00:35:54,00:03:50,00:02:14,18:12:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Lorraine Hurley,215,F55-59,USA,00:36:00,00:05:14,00:03:11,18:12:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
20,Donna Hickey,531,F50-54,USA,00:32:01,00:05:01,00:04:23,18:12:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
79,Adam Rice,2164,M30-34,USA,00:29:56,00:04:13,00:02:09,18:12:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
101,James Sorrell,3073,M45-49,USA,00:32:15,00:03:33,00:02:57,18:11:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
107,Ron Wilson,2771,M40-44,USA,00:35:19,00:05:22,00:04:07,18:11:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
102,David Wilson,3117,M45-49,USA,00:31:28,00:05:04,00:03:46,18:11:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
108,Shing Min Bunny Choi,2516,M40-44,MAC,00:32:50,00:04:08,00:03:32,18:11:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
103,Brian Lockhart,2965,M45-49,USA,00:30:14,00:06:16,00:05:26,18:11:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
109,Seth Temple,2741,M40-44,USA,00:42:37,00:03:38,00:04:06,18:11:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
80,Steven Naylor II,2143,M30-34,USA,00:37:14,00:07:40,00:05:43,18:11:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
41,Clark Maynard,1969,M25-29,USA,00:34:49,00:02:38,00:04:39,18:11:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
110,Charles Shoup,748,M40-44,USA,00:38:34,00:03:56,00:02:46,18:11:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
111,Andres Parra,2674,M40-44,COL,00:40:24,00:02:11,00:03:40,18:11:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
104,Michael Ward,3103,M45-49,USA,00:30:44,00:03:05,00:02:54,18:11:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Stephen Fedec,3552,M60-64,USA,00:26:34,00:04:12,00:07:09,18:11:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
81,Andrew Hoffman,2105,M30-34,USA,00:29:40,00:05:25,00:05:36,18:11:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
70,David Ingmire,3227,M50-54,USA,00:39:57,00:07:25,00:08:17,18:11:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
21,Sara Caldwell,739,F50-54,USA,00:33:52,00:04:12,00:03:47,18:11:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Christopher Taylor,544,M25-29,USA,00:27:18,00:02:51,00:02:03,18:11:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Rick Weidman,649,M60-64,USA,00:41:00,00:03:45,00:02:24,18:11:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
40,Carrie Giordano,498,F35-39,USA,00:31:51,00:03:48,00:02:41,18:11:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
35,Steven Jones,135,M55-59,GBR,00:33:07,00:01:28,00:02:20,18:11:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
112,Nick Kosko,2614,M40-44,USA,00:31:43,00:04:00,00:02:51,18:11:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
22,Elizabeth Wood,537,F50-54,USA,00:32:27,00:04:01,00:02:23,18:11:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
71,Trent Sutherland,627,M50-54,USA,00:36:30,00:03:26,00:04:05,18:11:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
82,Matt Herring,352,M30-34,USA,00:36:49,00:04:01,00:03:52,18:11:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
72,Juan Esteban Calle,3162,M50-54,COL,00:24:02,00:06:28,00:04:51,18:11:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
73,Jeff Chase,3174,M50-54,USA,00:38:39,00:05:59,00:03:45,18:11:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
105,J.j. Bruyning,593,M45-49,USA,00:31:01,00:03:42,00:04:49,18:10:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Marybeth Naumann,1499,F45-49,USA,00:31:10,00:04:14,00:02:55,18:10:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
113,Arnel Alverio,385,M40-44,PRI,00:29:12,00:04:33,00:04:48,18:10:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
106,Shafton Fraley,2881,M45-49,USA,00:48:08,00:03:53,00:05:44,18:10:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
107,Ce Cadu Tilkian,423,M45-49,BRA,00:32:01,00:03:55,00:02:48,18:10:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
83,Theo Taylor,2183,M30-34,JEY,00:36:37,00:07:01,00:03:59,18:10:20,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
108,Marty Reed,3038,M45-49,USA,00:32:12,00:06:20,00:04:08,18:10:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
114,Robert Jenkins,2604,M40-44,USA,00:36:10,00:05:33,00:08:57,18:10:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
115,Miles Mazzawi,578,M40-44,USA,00:30:24,00:06:53,00:07:34,18:10:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
116,Robert Wieck,2770,M40-44,USA,00:35:16,00:04:39,00:03:26,18:10:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
41,Suzanne Cates,495,F35-39,USA,00:30:35,00:03:59,00:02:19,18:10:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
74,John Jordan,3235,M50-54,USA,00:35:40,00:02:46,00:04:13,18:09:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
117,Micah Redden,2691,M40-44,USA,00:29:59,00:04:29,00:03:54,18:09:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
109,Alain Pinto,3029,M45-49,PRT,00:31:23,00:03:52,00:03:24,18:09:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
3,John Hollenhorst,270,M65-69,USA,00:37:53,00:03:08,00:03:18,18:09:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
110,James M. Miller,2996,M45-49,USA,00:40:11,00:02:55,00:03:22,18:09:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
118,Tuong Phan,2677,M40-44,AUS,00:36:57,00:05:12,00:05:56,18:09:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
75,Sergio Yibirin,3379,M50-54,COL,00:33:50,00:03:53,00:03:16,18:09:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Team Nomofomo,4038,RELAY,USA,00:30:53,00:03:14,00:02:03,18:09:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
102,Stuart Holmes,2300,M35-39,USA,00:39:49,00:02:23,00:04:52,18:09:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,Christopher Mattocks,1967,M25-29,USA,00:30:31,00:02:59,00:03:04,18:09:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Rhonda Sawaya,325,F45-49,USA,00:35:11,00:05:26,00:04:43,18:09:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
84,Francisco Javier Cisneros Gonz?lez,2057,M30-34,VEN,00:36:47,00:02:13,00:02:58,18:09:17,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
40,Emily Wareham,1339,F40-44,USA,00:33:39,00:05:22,00:04:47,18:09:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
103,Douglas Clarke,2245,M35-39,USA,00:34:34,00:05:05,00:06:40,18:09:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
41,Erin Rock,1295,F40-44,USA,00:36:34,00:03:12,00:03:22,18:08:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
76,Jeff Caplan,429,M50-54,USA,00:30:09,00:03:36,00:03:14,18:08:38,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
111,Joseph Obrien,3014,M45-49,USA,00:32:01,00:02:55,00:03:51,18:08:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
23,Juli Ingram,1638,F50-54,USA,00:29:25,00:04:43,00:04:21,18:08:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
112,Sam Frederick,2882,M45-49,USA,00:32:21,00:03:00,00:03:53,18:08:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,George Cespedes,448,M55-59,PRI,00:36:45,00:03:46,00:04:20,18:08:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Lisa Finn,1199,F40-44,USA,00:31:29,00:04:39,00:03:14,18:08:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Gina Fishburne,1424,F45-49,USA,00:30:25,00:04:04,00:03:21,18:08:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
119,Steve Trickett,588,M40-44,USA,00:29:58,00:03:48,00:03:41,18:08:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
104,John Blitchington,2226,M35-39,USA,00:34:14,00:04:39,00:05:12,18:07:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
120,Scott Steiner,2729,M40-44,USA,00:37:37,00:06:15,00:07:08,18:07:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
105,Matt Davis,2252,M35-39,USA,00:26:27,00:04:54,00:04:10,18:07:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
121,Frankie McDermond,195,M40-44,USA,00:33:48,00:03:50,00:02:06,18:07:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Drew Briehl,1862,M18-24,USA,00:32:22,00:02:57,00:03:01,18:07:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
77,Tommy Enlow,3195,M50-54,USA,00:35:58,00:04:38,00:04:26,18:07:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
85,Harry Allan,2022,M30-34,USA,00:33:27,00:04:12,00:04:24,18:07:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
44,Thomas Rainey,1984,M25-29,USA,00:29:57,00:04:28,00:03:09,18:07:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
113,Jeffrey Hersh,597,M45-49,USA,00:37:56,00:05:09,00:03:03,18:07:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
122,Idelfonso Torres,587,M40-44,PRI,00:31:41,00:03:19,00:02:05,18:07:17,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
78,Frans De Calonne,3185,M50-54,NLD,00:33:53,00:05:35,00:07:07,18:07:14,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
86,Raymond Arends,2026,M30-34,ABW,00:32:04,00:04:32,00:03:41,18:07:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
87,Frank Obelnicki,2145,M30-34,USA,00:33:22,00:02:30,00:03:09,18:07:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
42,Elizabeth Vernon,1138,F35-39,USA,00:31:26,00:05:24,00:04:56,18:07:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
18,Lauren Rodes,872,F25-29,USA,00:30:59,00:01:15,02:52:58,18:06:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
24,Melissa Ederington-Hagy,529,F50-54,USA,00:40:47,00:01:47,00:04:31,18:06:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
79,Steven Bossert,3147,M50-54,USA,00:28:18,00:04:58,00:04:58,18:06:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
88,Mike Buckley,2046,M30-34,USA,00:29:42,00:04:48,00:03:23,18:06:25,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Tom Connolly,643,M60-64,USA,00:36:24,00:05:29,00:04:36,18:06:23,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
123,Eduardo Carvallo,2511,M40-44,USA,00:32:25,00:03:34,00:04:17,18:06:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
45,Alex Davis,1919,M25-29,USA,00:43:11,00:04:55,00:03:15,18:06:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
114,Jose Martin,2979,M45-49,VEN,00:35:12,00:03:47,00:02:25,18:06:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Holly Bannerman,890,F30-34,USA,00:33:07,00:04:14,00:05:42,18:05:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
80,William Chapman,3172,M50-54,USA,00:36:16,00:03:52,00:04:05,18:05:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
124,Bart Marowelli,2635,M40-44,USA,00:37:16,00:05:12,00:05:38,18:05:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
89,Mike Heacock,2101,M30-34,USA,00:33:10,00:05:56,00:05:03,18:05:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
115,Ernesto Cortez,2841,M45-49,USA,00:32:50,00:04:27,00:04:55,18:05:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
116,Felix Noguera,3012,M45-49,VEN,00:38:22,00:04:08,00:02:02,18:05:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
117,John Schnars,3059,M45-49,USA,00:33:41,00:07:45,00:08:20,18:05:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Team Nearly Elite,4036,RELAY,USA,00:31:14,00:04:33,00:02:10,18:05:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
125,Chuck Davis,2529,M40-44,USA,00:33:30,00:04:22,00:06:04,18:05:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
46,Gunther Wong,1904,M25-29,USA,00:40:12,00:03:06,00:01:36,18:05:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
126,James Atwood,155,M40-44,USA,00:31:44,00:03:06,00:03:20,18:05:46,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Shaun Williams,2201,M30-34,USA,00:35:05,00:05:02,00:03:42,18:05:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Michael Ort,3493,M55-59,USA,00:40:58,00:06:42,00:04:55,18:05:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
118,Roderick Diggs,2857,M45-49,USA,00:37:51,00:05:17,00:05:55,18:05:29,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
106,Dan Fall,2268,M35-39,USA,00:34:52,00:06:24,00:05:16,18:05:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
127,Mark Stugard,2734,M40-44,USA,00:36:57,00:04:23,00:04:59,18:05:07,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Ivor Pardee,3496,M55-59,USA,00:33:44,00:03:36,00:03:45,18:05:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Scott Miner,3486,M55-59,USA,00:34:10,00:04:42,00:03:53,18:05:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,Amber Berry,1008,F35-39,USA,00:29:50,00:06:00,00:04:54,18:04:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
119,Mark Goffi,2889,M45-49,USA,00:29:36,00:05:44,00:05:26,18:04:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
43,Marsha Goldberg,512,F40-44,USA,00:30:33,00:03:14,00:02:54,18:04:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
81,Lance Glidden,3206,M50-54,USA,00:28:52,00:04:01,00:03:47,18:04:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
107,Jonathan Parker,2378,M35-39,USA,00:38:31,00:03:56,00:05:35,18:04:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,David Watson,2195,M30-34,USA,00:34:42,00:02:24,00:03:09,18:04:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
108,Efrain Gonzalez,2280,M35-39,PRI,00:29:51,00:02:55,00:02:43,18:04:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
92,Toshikazu Kawamoto,2116,M30-34,JPN,00:38:31,00:06:05,00:04:50,18:04:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
82,Randy Wiemer,3371,M50-54,USA,00:34:12,00:03:36,00:03:59,18:04:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
128,Jake Way,2764,M40-44,USA,00:30:33,00:03:19,00:04:15,18:04:41,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
44,Kellie Morrison,1091,F35-39,USA,00:34:13,00:05:09,00:09:04,18:04:23,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
83,William Otten,3292,M50-54,USA,00:27:44,00:03:57,00:03:19,18:04:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
93,Curtis Brumit,2044,M30-34,USA,00:33:22,00:03:19,00:04:15,18:04:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Team Three Men In A Canoe,4065,RELAY,USA,00:35:30,00:02:32,00:03:12,18:04:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
120,Judd Smith,793,M45-49,USA,00:36:33,00:05:35,00:03:30,18:04:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
94,Bryan Woods,2205,M30-34,USA,00:33:12,00:03:06,00:02:42,18:04:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
129,Dustin Stokesbary,129,M40-44,USA,00:37:31,00:04:47,00:02:41,18:04:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
