Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time,11,Race,Date,Location
49,Eric Solberg,140,M50-54,USA,00:33:30,00:04:10,00:06:03,18:26:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Ginny Thistle,477,F25-29,USA,00:28:34,00:03:50,00:07:13,18:25:59,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,David Sweeney,3522,M55-59,USA,00:35:23,00:02:55,00:02:59,18:25:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
23,Sandy Holt,281,F30-34,USA,00:27:18,00:03:56,00:03:09,18:25:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
82,Joel Ramos,583,M40-44,PRI,00:33:50,00:03:53,00:03:34,18:25:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
83,James McCoy,2641,M40-44,USA,00:31:00,00:04:26,00:03:53,18:25:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
64,Will Virgo,2191,M30-34,GBR,00:33:43,00:04:17,00:02:39,18:25:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
24,Kathleen Neary,961,F30-34,USA,00:31:28,00:03:29,00:03:17,18:25:48,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
81,Dave Johnson,2314,M35-39,USA,00:33:40,00:05:04,00:04:13,18:25:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Cristy Bartalo,1368,F45-49,UZB,00:30:14,00:03:02,00:03:30,18:25:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
75,Bradley Woodham,3120,M45-49,USA,00:29:11,00:05:57,00:02:40,18:25:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
50,Avery Chapman,3171,M50-54,USA,00:27:10,00:03:44,00:03:26,18:25:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
82,Ryan McDermott,2350,M35-39,USA,00:29:42,00:03:39,00:05:10,18:25:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
84,Jose Beltran,386,M40-44,ECU,00:29:19,00:04:05,00:04:05,18:25:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
5,Lucy Buckner,1739,F55-59,USA,00:30:33,00:06:35,00:06:04,18:25:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
51,Patrick Bene,427,M50-54,USA,00:39:00,00:03:58,00:02:58,18:25:17,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,Chris Reznich,1986,M25-29,USA,00:27:26,00:03:47,00:02:55,18:25:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
76,John Morris,3001,M45-49,USA,00:31:17,00:03:10,00:03:18,18:25:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
6,Suzie Enlow,1756,F55-59,USA,00:30:36,00:03:43,00:03:38,18:25:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Jennifer Arends,519,F45-49,USA,00:30:34,00:03:14,00:02:35,18:25:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Suzanne Locke,1474,F45-49,USA,00:25:17,00:03:39,00:03:41,18:25:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Jamila Allen,271,F25-29,USA,00:33:40,00:03:56,00:03:41,18:24:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
83,Cole Beebe,2222,M35-39,USA,00:35:12,00:04:43,00:03:40,18:24:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
77,Todd King,2937,M45-49,USA,00:27:05,00:03:32,00:03:39,18:24:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
84,Ramon Barrios,2221,M35-39,MEX,00:33:10,00:03:46,00:03:30,18:24:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
7,Celeste Barone,1731,F55-59,USA,00:30:13,00:04:39,00:03:36,18:24:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
78,Mark Chester,2834,M45-49,USA,00:33:13,00:03:58,00:03:16,18:24:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
79,Gene Zweben,3128,M45-49,USA,00:31:06,00:03:25,00:03:08,18:24:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Katerina Deeb,303,F40-44,USA,00:48:09,00:02:57,00:02:20,18:24:21,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Karen Veit,1334,F40-44,USA,00:35:04,00:02:45,00:03:41,18:24:19,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
85,Joao Montalvao,2362,M35-39,PRT,00:32:20,00:05:29,00:04:27,18:24:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Bryan Lee,1959,M25-29,USA,00:29:19,00:02:54,00:01:41,18:24:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
65,Stuart Clennell,2058,M30-34,GBR,00:25:26,00:04:00,00:03:04,18:24:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
25,Allison Born,479,F30-34,USA,00:24:52,00:03:33,00:02:30,18:24:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
86,Henry McGee,2351,M35-39,USA,00:34:40,00:04:10,00:03:18,18:24:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
85,Alan Finley,2547,M40-44,USA,00:32:18,00:03:22,00:02:25,18:24:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Braden Walsh,313,F40-44,USA,00:27:26,00:04:01,00:04:00,18:23:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Anne Lang,1647,F50-54,USA,00:32:44,00:04:05,00:02:56,18:23:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Marcus McDavid,1972,M25-29,USA,00:34:09,00:02:51,00:03:08,18:23:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Jessie Kendall,1073,F35-39,USA,00:31:29,00:04:18,00:03:21,18:23:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Jeff Mitchell,1975,M25-29,CAN,00:28:10,00:03:35,00:03:24,18:23:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
80,Julio Mestroni,2993,M45-49,USA,00:32:12,00:06:06,00:04:28,18:23:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
66,Andrew Chaloupka,2054,M30-34,USA,00:34:32,00:02:06,00:01:37,18:23:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
9,Laura Drake Cole,213,F50-54,USA,00:29:08,00:03:17,00:02:22,18:23:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
52,Ricardo Sarmiento,3326,M50-54,COL,00:31:32,00:04:28,00:02:50,18:23:16,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
53,Robert Steneker,3344,M50-54,CAN,00:31:24,00:05:57,00:04:51,18:23:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
86,Mark Costa,2524,M40-44,USA,00:37:39,00:03:56,00:04:29,18:23:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
81,Jacob Schwarz,3060,M45-49,USA,00:31:26,00:04:19,00:03:45,18:23:06,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
29,Mark Latham,3471,M55-59,USA,00:31:12,00:04:02,00:04:50,18:23:04,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
87,Michael Repici,2693,M40-44,USA,00:32:03,00:03:27,00:02:09,18:23:03,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
87,Raul Hidalgo,710,M35-39,PRI,00:36:14,00:03:24,00:02:33,18:22:46,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
54,Michael Quigley,3306,M50-54,USA,00:40:19,00:02:47,00:04:10,18:22:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
18,Ann Schwartz,1534,F45-49,USA,00:26:47,00:03:53,00:02:01,18:22:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
88,Javier Torres,565,M35-39,USA,00:32:17,00:03:04,00:03:24,18:22:05,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
30,Paul Chard,449,M55-59,USA,00:35:30,00:04:42,00:02:57,18:22:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Lori Campbell,328,F50-54,USA,00:27:19,00:03:07,00:01:50,18:21:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
82,Guilherme Leite,415,M45-49,BRA,00:29:33,00:03:53,00:04:00,18:21:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Lisa Contino,1744,F55-59,USA,00:39:31,00:02:58,00:02:48,18:21:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
67,Andrew Royster,2171,M30-34,USA,00:25:56,00:03:25,00:02:50,18:21:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
9,Alice Spriesterbach,1806,F55-59,USA,00:33:15,00:03:13,00:04:25,18:21:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
31,Ted Ennis,3424,M55-59,USA,00:35:47,00:04:53,00:03:45,18:21:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
55,Mike Russell,3319,M50-54,USA,00:32:11,00:04:08,00:04:09,18:21:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
19,Elyse Sitomer,120,F45-49,USA,00:31:04,00:03:33,00:03:19,18:21:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Jodi McFarland,1252,F40-44,USA,00:40:19,00:06:05,00:05:18,18:21:00,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
89,Grody Abreu,2210,M35-39,VEN,00:43:25,00:02:20,00:03:17,18:20:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
83,Jason Ledford,2954,M45-49,USA,00:30:45,00:07:10,00:04:16,18:20:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Lane Hammack,499,F35-39,USA,00:29:31,00:03:07,00:02:10,18:20:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
68,Eric Spaulding,2177,M30-34,USA,00:38:41,00:03:18,00:02:33,18:20:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Erin Willis,300,F35-39,USA,00:37:21,00:03:34,00:03:39,18:20:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
84,Jay Koetitz,598,M45-49,USA,00:28:58,00:03:40,00:04:19,18:20:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Katelyn Kilpatrick,474,F25-29,USA,00:32:22,00:04:11,00:02:59,18:20:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
35,Courtney Pollman-Turner,1105,F35-39,USA,00:30:24,00:03:19,00:02:05,18:20:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Felix Chen,366,M35-39,CHN,00:41:25,00:01:56,00:02:43,18:20:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,Ronak Dana Hendry,1062,F35-39,USA,00:34:38,00:04:00,00:02:47,18:20:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,Stephen Kernion,2321,M35-39,USA,00:25:22,00:02:47,00:02:41,18:20:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Nasrin Azari,1582,F50-54,USA,00:27:31,00:04:46,00:05:04,18:20:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
92,Nate Padgett,2374,M35-39,USA,00:35:17,00:04:57,00:03:11,18:20:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
93,Vinicius Vaz,2436,M35-39,BRA,00:30:22,00:04:35,00:03:31,18:20:02,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
69,Matt Page,2149,M30-34,USA,00:36:02,00:03:10,00:03:03,18:19:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Sara Llibre,1782,F55-59,USA,00:30:30,00:04:29,00:03:42,18:19:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
56,Michael Milhorn,3272,M50-54,USA,00:36:17,00:04:29,00:03:48,18:19:54,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Peter Hauger,1876,M18-24,USA,00:33:58,00:04:28,00:02:22,18:19:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
10,Team Merit Flooring,4034,RELAY,USA,00:30:06,00:03:04,00:01:54,18:19:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Chloe Elfrink-Giles,1041,F35-39,USA,00:29:29,00:03:28,00:03:03,18:19:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Lindsey Kile,501,F35-39,USA,00:30:49,00:02:57,00:02:36,18:19:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
94,Corey May,2345,M35-39,USA,00:30:55,00:04:31,00:04:00,18:19:33,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
57,Richard Wiscovitch,722,M50-54,PRI,00:32:13,00:03:39,00:02:00,18:19:30,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
32,Garry Mestel,636,M55-59,USA,00:32:08,00:03:59,00:06:25,18:19:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
26,Ashley Saylor Matthews,491,F30-34,USA,00:31:51,00:03:26,00:02:26,18:19:27,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
88,Rafael Bautista,2479,M40-44,COL,00:29:49,00:02:52,00:02:08,18:19:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
89,Aaron Snyder,401,M40-44,USA,00:31:47,00:05:09,00:05:26,18:19:26,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
58,Trent Smith,624,M50-54,USA,00:35:59,00:02:13,00:03:13,18:19:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Andrew Brouillette,1863,M18-24,USA,00:36:51,00:02:20,00:02:21,18:19:17,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Mindi Straw,1706,F50-54,USA,00:30:04,00:03:20,00:03:32,18:19:16,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Benjy Brown,2492,M40-44,USA,00:33:20,00:05:13,00:03:12,18:19:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Byron West,3533,M55-59,USA,00:32:56,00:03:14,00:04:00,18:19:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
8,Jon Lunn,467,M60-64,USA,00:30:37,00:03:15,00:03:16,18:18:56,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
13,Janice Garrett,1621,F50-54,USA,00:33:28,00:03:16,00:03:32,18:18:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
33,Melissa Kinmartin,306,F40-44,USA,00:34:48,00:04:30,00:03:08,18:18:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
39,Elizabeth Perry,1102,F35-39,USA,00:31:06,00:04:30,00:04:17,18:18:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
85,Mike Campbell,2825,M45-49,USA,00:36:16,00:02:29,00:04:00,18:18:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
11,Team Pace Booties,4040,RELAY,USA,00:33:41,00:05:28,00:03:05,18:18:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,Dan Wengert,405,M40-44,USA,00:32:45,00:04:03,00:04:45,18:18:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
59,John Sorochinsky,3340,M50-54,USA,00:28:13,00:03:31,00:04:35,18:18:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
92,Dan Grieb,391,M40-44,USA,00:31:33,00:03:27,00:03:35,18:18:39,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
20,Jeraine Ketchem,1458,F45-49,USA,00:32:27,00:04:25,00:02:45,18:18:17,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Heidi O'Shea,1675,F50-54,USA,00:30:08,00:03:45,00:01:59,18:18:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
86,Mike Briehl,2818,M45-49,USA,00:30:29,00:03:50,00:04:31,18:18:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Georgia Salloum,1302,F40-44,USA,00:40:08,00:05:00,00:05:02,18:18:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
15,Katherine Rosenblum,1688,F50-54,USA,00:31:29,00:01:10,00:00:30,18:18:01,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Rachel Clennell,832,F25-29,USA,00:30:58,00:03:13,00:03:00,18:17:57,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
16,Debbie Dolsak,1613,F50-54,USA,00:27:13,00:03:15,00:02:33,18:17:55,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
60,David Wiley,3374,M50-54,USA,00:37:00,00:03:42,00:03:31,18:17:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
21,Wendy Hammerman,316,F45-49,USA,00:34:03,00:04:09,00:03:14,18:17:46,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
87,Matt Parks,3021,M45-49,USA,00:34:05,00:03:22,00:02:51,18:17:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
61,Matthew Wilson,443,M50-54,USA,00:26:34,00:03:30,00:03:12,18:17:37,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
95,Erico Lemos,2331,M35-39,USA,00:29:35,00:03:53,00:04:39,18:17:32,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
88,Denis Gros-Louis,2899,M45-49,CAN,00:33:05,00:03:58,00:04:45,18:17:28,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Julie Paddison,533,F50-54,USA,00:32:41,00:02:17,00:02:22,18:17:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
89,Daniel Orcutt,3016,M45-49,USA,00:34:19,00:03:09,00:02:38,18:17:22,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
70,Tyler Johnson,2111,M30-34,USA,00:29:12,00:04:31,00:02:25,18:17:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
93,Aaron Weaver,2765,M40-44,USA,00:31:48,00:05:02,00:03:12,18:17:13,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
18,Sarah Guttery,1626,F50-54,USA,00:32:48,00:08:03,00:04:30,18:17:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
94,Lilton Moore,2656,M40-44,USA,00:36:26,00:05:50,00:04:17,18:16:58,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
17,Lauren Hansen,846,F25-29,USA,00:31:00,00:03:37,00:03:44,18:16:52,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
9,John Johnsen,465,M60-64,USA,00:33:56,00:03:06,00:03:26,18:16:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
90,Simon Townend,3091,M45-49,BHS,00:27:51,00:05:00,00:04:38,18:16:51,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
35,Heather McHugh,1253,F40-44,USA,00:31:35,00:04:26,00:03:27,18:16:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
95,Mark Short,2720,M40-44,USA,00:37:07,00:02:49,00:02:57,18:16:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
36,Brook Medina,515,F40-44,USA,00:29:52,00:04:20,00:02:42,18:16:47,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
96,Juan Niebles,2664,M40-44,COL,00:29:56,00:04:21,00:03:09,18:16:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
22,Jeanne Arlow,520,F45-49,USA,00:35:51,00:04:43,00:04:28,18:16:42,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
97,Jeffrey Padgett,2670,M40-44,USA,00:42:00,00:04:10,00:03:02,18:16:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
96,William Simpkins,2420,M35-39,USA,00:29:57,00:05:37,00:05:44,18:16:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
91,Michael Brumund,2819,M45-49,USA,00:27:46,00:03:44,00:03:49,18:16:31,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
92,Marc Landau,2948,M45-49,USA,00:31:28,00:04:18,00:03:02,18:16:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
23,Monika Cassidy,1387,F45-49,USA,00:39:50,00:03:21,00:02:55,18:16:12,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
27,Brianna Prinsloo,970,F30-34,USA,00:32:09,00:03:51,00:03:12,18:16:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
71,TJ Blake,2039,M30-34,USA,00:30:54,00:04:09,00:03:07,18:16:09,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
37,Edmarie Moreno,704,F40-44,PRI,00:35:46,00:04:28,00:03:52,18:16:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
40,Daniel Sprouse,2002,M25-29,USA,00:39:52,00:04:40,00:04:00,18:16:08,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
38,Colette Stern,1318,F40-44,USA,00:35:42,00:04:01,00:04:42,18:16:03,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
34,Scott Ewerth,3428,M55-59,USA,00:32:20,00:03:49,00:04:30,18:15:53,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
93,Andrew Heinrich,2905,M45-49,USA,00:30:54,00:04:28,00:03:40,18:15:49,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
72,Jordan Leumas,2118,M30-34,USA,00:32:11,00:06:23,00:06:11,18:15:44,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
94,Allen Rodriguez,3048,M45-49,USA,00:32:18,00:03:36,00:03:18,18:15:36,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
14,Caleb Watson,1893,M18-24,USA,00:33:31,00:03:00,00:02:44,18:15:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
24,Meli Paul-Leto,1511,F45-49,USA,00:37:45,00:04:19,00:03:36,18:15:24,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
62,Kevin Kilchenstein,3641,M50-54,USA,00:29:38,00:03:37,00:03:49,18:15:10,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
25,Cathy McManus,1485,F45-49,USA,00:40:20,00:02:26,00:03:46,18:15:03,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
97,George Simpson,2421,M35-39,USA,00:28:16,00:03:49,00:02:43,18:14:50,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
98,Aldemar Munoz,2661,M40-44,COL,00:32:04,00:05:18,00:02:57,18:14:45,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
98,Cooper Bennett,134,M35-39,USA,00:32:50,00:03:24,00:02:35,18:14:43,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
19,Donna Clark,1601,F50-54,USA,00:41:26,00:02:45,00:04:25,18:14:40,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
28,Jessica Collett,482,F30-34,USA,00:35:58,00:04:42,00:07:07,18:14:35,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
12,Team THE Fat AND THE Furious,4064,RELAY,USA,00:32:07,00:04:44,00:02:19,18:14:34,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
95,Sean Raynor,606,M45-49,USA,00:29:28,00:03:19,00:04:59,18:14:18,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
63,Kenneth Houghton,3223,M50-54,USA,00:28:44,00:03:41,00:03:50,18:14:15,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
73,Gregory Reznich,2163,M30-34,USA,00:25:22,00:02:48,00:03:27,18:14:11,00:00:00,Ironman 70.3 Augusta,09/23/2018,"Augusta, Georgia, USA"
