Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
9,Ady Akhmad Jukardi,2186,M 30-34,IDN,02:24:51,01:44:11,04:16:21,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
4,James Fuller,2428,M 40-44,AUS,02:30:43,01:40:36,04:16:43,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Caroline Anderson,2740,F 50-54,AUS,02:28:26,01:43:35,04:17:08,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Ernesto Abedum Delima,2767,M 55-59,MEX,02:28:41,01:42:23,04:17:52,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
10,Joshua Lindsay,2192,M 30-34,AUS,02:17:49,01:55:55,04:18:00,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
7,Dave Williamson,2364,M 35-39,AUS,02:29:23,01:43:44,04:18:21,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
7,James Smith,2084,M 25-29,AUS,02:30:11,01:43:28,04:18:29,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
8,Chad Mead,2333,M 35-39,AUS,02:20:25,01:52:49,04:18:30,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
8,Brad Gardner,2056,M 25-29,AUS,02:39:00,01:35:11,04:18:54,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
9,Lee Campbell,2300,M 35-39,NZL,02:22:37,01:50:59,04:19:00,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
2,Geoff Large,2783,M 55-59,AUS,02:30:34,01:43:21,04:19:00,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
10,Laurent Rivalin,2344,M 35-39,AUS,02:34:32,01:39:33,04:19:17,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
5,Matt Bott,2410,M 40-44,AUS,02:28:26,01:44:13,04:19:27,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
2,Robin Wilson,2738,M 50-54,AUS,02:28:38,01:44:37,04:19:29,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Annabelle Hartigan,2508,F 40-44,AUS,02:31:59,01:42:41,04:19:32,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
9,Jack Wilson,2096,M 25-29,AUS,02:32:17,01:41:18,04:19:45,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
6,Ivan Dennis,2420,M 40-44,AUS,02:29:43,01:45:25,04:20:00,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
11,Scott Wilson,2366,M 35-39,AUS,02:23:48,01:50:50,04:20:24,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
3,Nigel Coles,2772,M 55-59,AUS,02:26:48,01:49:05,04:20:58,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
12,Nelson Rodriguez,2346,M 35-39,VEN,02:29:42,01:46:41,04:21:41,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
3,Bevo Bevan,2693,M 50-54,AUS,02:30:06,01:44:51,04:22:15,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
7,Damien King,2444,M 40-44,AUS,02:23:16,01:51:13,04:22:20,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
13,Leo Beyers,2293,M 35-39,GBR,02:27:28,01:49:10,04:22:56,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
8,Michael Glover,2430,M 40-44,GBR,02:25:06,01:53:07,04:23:11,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Rachel Mclean,2122,F 25-29,AUS,02:26:27,01:48:49,04:23:16,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
1,Philip Hanley,2828,M 65-69,AUS,02:24:58,01:52:05,04:23:16,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
14,Andrew Philp,2338,M 35-39,AUS,02:22:17,01:55:21,04:23:24,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
11,Sidney Willis,2227,M 30-34,FRA,02:37:41,01:39:55,04:23:34,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
9,Simon Gratton,2434,M 40-44,AUS,02:33:37,01:45:30,04:23:38,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
7,Brad Bootsma,2002,M 45-49,AUS,02:24:28,01:53:31,04:23:55,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
10,Samuel Reeves,2078,M 25-29,AUS,02:22:40,01:57:18,04:24:14,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
3,Andrew Murray,2026,M 18-24,AUS,02:41:25,01:33:38,04:24:18,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
10,Jeffrey Wong,2491,M 40-44,AUS,02:25:42,01:53:49,04:25:05,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
8,Mark Pomery,2605,M 45-49,AUS,02:29:47,01:49:06,04:25:38,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
12,Jack Wheatley,2223,M 30-34,AUS,02:23:11,01:49:42,04:25:52,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
4,Sean Latouf,2784,M 55-59,AUS,02:34:48,01:42:16,04:26:00,Ironman 70.3 Western Australia,12/03/2017,"Busselton, Western Australia"
