Place,Name,Bib,Division,Nation,Swim,Bike,Run,Race,Date,Location
199,Jason Speer,144,M40-44,USA,06:47:14,07:02:42,13:57:34,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
80,Rhonda Heinz,1150,F50-54,USA,06:50:26,06:58:58,13:57:45,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
65,Hannah Robinson,750,F30-34,USA,07:01:05,06:46:58,13:57:48,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
81,Lynette Bryant,1113,F50-54,USA,06:58:21,06:45:25,13:57:50,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
104,David Pearson,2548,M55-59,USA,06:59:17,06:49:22,13:57:54,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
105,Victoria Valladares,1091,F45-49,HND,07:16:52,06:28:37,13:58:06,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
87,Cassandra Harada,805,F35-39,JPN,07:10:18,06:38:35,13:58:20,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
136,Christopher Marzen,1482,M30-34,USA,07:36:35,06:12:50,13:58:52,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
82,Kary Amburn,1101,F50-54,USA,07:48:51,06:02:09,13:59:13,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
83,Olga Luepschen,1164,F50-54,USA,07:37:22,06:15:02,13:59:44,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
137,Mitchell Watson,1542,M30-34,USA,07:40:09,06:07:18,14:00:25,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
200,Joshua Marsh,1856,M40-44,USA,07:02:15,06:47:12,14:01:17,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
88,Amanda Klinck,814,F35-39,USA,07:41:44,06:09:43,14:01:26,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
106,Lori Cordell,1002,F45-49,USA,07:35:56,06:14:52,14:01:56,Ironman Chattanooga,09/30/2018,"Chattanooga, Tennessee, USA"
