Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time
164,Stuart Butler,2235,M50-54,USA,00:45:28,03:16:13,02:31:12,06:59:12
16,Kimberly Birdseye,1939,F60-64,USA,00:45:11,03:26:54,02:34:20,06:59:12
231,Cache McKinley,3096,M35-39,USA,00:52:37,03:16:48,02:36:16,06:59:12
-,Team Rockys Adventures,4036,RELAY,USA,00:40:59,03:34:54,02:37:07,06:59:17
128,Tyler Mann,2334,M25-29,USA,00:44:31,03:23:21,02:31:58,06:59:18
203,Gustavo Alvis,2875,M40-44,USA,00:51:17,03:27:52,02:23:43,06:59:19
68,Marette Green,1436,F35-39,USA,00:37:59,03:14:25,02:53:26,06:59:33
78,Cheryl-Lyn Vianzon,1948,F40-44,CAN,00:39:37,03:28:53,02:35:18,06:59:36
17,Lorraine Christian,646,F60-64,USA,00:43:57,03:31:42,02:31:20,06:59:41
232,Seth Schenfeld,184,M35-39,USA,00:50:18,03:27:51,02:21:48,06:59:45
69,Jackie Nguyen,1170,F35-39,USA,00:47:00,03:32:08,02:21:01,06:59:50
186,Cedrik Martinez,247,M30-34,USA,00:46:09,03:23:43,02:34:56,06:59:55
204,Jeremy Graham,3038,M40-44,USA,00:48:32,03:23:27,02:33:11,06:59:58
181,Bryan Wood,1462,M45-49,USA,00:42:50,03:22:09,02:40:18,07:00:05
70,Joann Symonette,1446,F35-39,USA,00:41:58,03:31:38,02:33:01,07:00:09
2,Scott Woolsey,122,M PC,USA,00:43:35,03:40:21,02:23:52,07:00:12
233,Jason Scott,2705,M35-39,USA,00:53:06,03:44:19,02:00:37,07:00:13
79,Allison Flaim,939,F40-44,USA,00:48:38,03:23:11,02:35:32,07:00:19
43,Theresa Allison,845,F50-54,USA,00:41:13,03:14:46,02:51:38,07:00:22
182,Gerry Beckham,2955,M45-49,USA,00:51:59,03:28:00,02:25:21,07:00:23
205,Nirav Amin,2954,M40-44,USA,00:47:34,03:26:26,02:27:11,07:00:27
183,Quinn Jensen,2224,M45-49,USA,00:45:34,03:20:49,02:35:19,07:00:29
24,Bettina Behning,2712,F55-59,DEU,00:45:59,03:31:30,02:28:30,07:00:33
64,Misty Hibdon,879,F45-49,USA,00:49:09,03:21:00,02:35:46,07:00:34
165,Hector Serna,2553,M50-54,USA,00:53:12,03:23:59,02:22:56,07:00:34
187,Justin Horne,3063,M30-34,USA,00:54:34,03:19:15,02:30:41,07:00:35
188,Joshua Ballantyne,216,M30-34,USA,00:46:51,03:10:48,02:49:38,07:00:46
98,Alex Laws,1517,M55-59,USA,00:38:21,03:31:43,02:34:57,07:00:52
44,Kelly Phillips-Henry,1957,F50-54,USA,00:42:18,03:39:33,02:26:10,07:01:02
76,Nickia Ober,3067,F30-34,USA,00:50:44,03:33:44,02:14:28,07:01:04
3,Jeffrey Lampe,128,M PC,USA,00:48:44,03:28:10,02:30:15,07:01:09
25,Melinda Jensen,2472,F55-59,USA,00:45:30,03:44:01,02:16:03,07:01:12
66,Greg Peay,2433,M18-24,USA,00:41:35,03:26:48,02:35:42,07:01:21
80,Kisha McIntyre,1166,F40-44,USA,00:47:42,03:28:58,02:29:40,07:01:26
35,Jay Hamilton,2785,M60-64,USA,00:45:07,03:25:14,02:26:26,07:01:29
36,Bill Martin,189,M60-64,USA,00:45:14,03:21:05,02:41:42,07:01:33
71,Hayley Neider,3032,F35-39,USA,00:41:04,03:47:21,02:20:50,07:01:34
166,Eric Thomson,2978,M50-54,USA,00:48:35,03:18:24,02:37:53,07:01:39
206,Jared Rodrigues,3028,M40-44,USA,00:33:56,03:46:11,02:12:25,07:01:40
81,Amanda McGowan,2531,F40-44,USA,00:36:26,03:39:37,02:31:16,07:01:44
184,Shane Myers,2600,M45-49,USA,00:36:41,03:25:01,02:46:48,07:01:47
72,Rebecca Black,773,F35-39,USA,00:42:26,03:18:31,02:49:06,07:01:53
167,Chris Pienaar,2477,M50-54,ZAF,00:41:23,03:26:02,02:36:41,07:01:59
234,Roger Saito-Kalkhoven,1857,M35-39,USA,00:41:42,03:55:26,02:05:01,07:02:03
82,Stephanie Mitchell,2601,F40-44,USA,00:48:07,03:17:36,02:38:52,07:02:05
26,Elizabeth Jensen,1225,F55-59,USA,00:42:48,03:30:57,02:34:29,07:02:05
3,Eugene Partridge,873,M70-74,USA,00:38:41,03:34:08,02:33:19,07:02:09
83,Abigail Pratt,2612,F40-44,USA,00:45:25,03:23:30,02:39:54,07:02:21
207,Anthony Pimentel,2669,M40-44,USA,00:45:26,03:25:25,02:36:23,07:02:34
185,Milton Carroll,461,M45-49,USA,00:41:33,03:08:23,02:57:46,07:02:35
84,Ashley Wilkinson,877,F40-44,USA,00:43:06,03:16:12,02:47:30,07:02:42
-,Team Wildcats1 (tina & Bridget),4067,RELAY,USA,00:50:04,03:08:26,02:57:37,07:02:45
186,Bryan Pettit,1905,M45-49,USA,00:42:21,03:25:00,02:36:05,07:03:00
235,Lance Rodela,2793,M35-39,USA,00:51:36,03:27:42,02:29:57,07:03:01
168,Charles Blankley,2302,M50-54,USA,00:50:31,03:26:55,02:32:55,07:03:02
44,Sarah Pirzada,2536,F25-29,USA,00:42:26,03:52:42,02:18:19,07:03:11
67,Stephen Lencioni,2779,M18-24,USA,00:41:14,03:15:59,02:45:45,07:03:16
15,Sara Berrios,2416,F18-24,USA,00:38:31,03:40:08,02:27:17,07:03:29
16,Kim Palmer,1057,M65-69,USA,00:44:46,03:30:35,02:32:54,07:03:31
129,Connor Petersen,2725,M25-29,USA,00:42:39,03:23:14,02:43:05,07:03:35
169,Ryan Farr,2583,M50-54,USA,00:40:14,03:11:16,02:55:43,07:03:36
45,Trudi Hughes,2721,F50-54,USA,00:46:49,03:39:39,02:20:23,07:03:39
170,Bobby Dilliplaine,229,M50-54,USA,00:42:28,03:17:17,02:47:43,07:03:42
65,Sara Crawford,1146,F45-49,USA,00:34:27,03:33:16,02:44:01,07:03:42
236,Jake Childers,2586,M35-39,USA,00:49:01,03:35:24,02:23:29,07:03:44
171,Laszlo Labbancz,2407,M50-54,USA,00:58:13,03:16:52,02:35:07,07:03:56
237,James Anderson,2700,M35-39,USA,00:38:12,03:35:47,02:24:17,07:03:59
-,Team Palisade Avenue Investments,4030,RELAY,USA,00:36:39,03:46:20,02:21:45,07:03:59
238,Cody Lourie,3005,M35-39,USA,00:55:11,03:30:30,02:24:48,07:04:11
46,Patricia Page,2353,F50-54,USA,00:55:18,03:26:15,02:19:32,07:04:11
68,Nathan Page,2499,M18-24,USA,00:55:17,03:26:24,02:31:09,07:04:12
189,Oskar Wojciechowski,3041,M30-34,USA,00:51:01,03:35:02,02:25:23,07:04:20
208,Trevor Christmas,2009,M40-44,USA,00:49:16,03:19:20,02:42:49,07:04:28
190,Pradeep Mylavarapu,1270,M30-34,USA,00:47:45,03:37:13,02:27:40,07:04:31
47,Arielle Granet,2095,F50-54,FRA,00:48:12,03:29:41,02:33:54,07:04:33
77,Elzbieta Matthews,754,F30-34,USA,00:42:23,03:41:56,02:27:48,07:04:41
48,Angela Pietrofeso,1386,F50-54,USA,00:46:41,03:38:44,02:24:29,07:04:45
239,Rodney Rasmussen,237,M35-39,USA,00:42:10,03:44:03,02:25:59,07:04:45
209,Scotty Bayles,1133,M40-44,USA,00:47:13,03:24:22,02:42:12,07:04:48
99,Scott Willardson,2362,M55-59,USA,00:33:08,03:21:54,02:52:31,07:04:49
210,Schafer Jackson,2480,M40-44,USA,00:50:27,03:25:18,02:26:44,07:05:07
-,Team Xtreme Slackers,4071,RELAY,USA,00:43:28,03:38:29,02:37:32,07:05:09
240,Scott Yeldell,1912,M35-39,USA,00:35:47,03:27:24,02:49:14,07:05:18
241,Jonathan Hino,2442,M35-39,USA,00:43:48,03:17:44,02:52:24,07:05:18
2,Alexandra Dronkers,467,F70-74,NLD,00:39:40,03:30:51,02:41:35,07:05:23
69,Andrew Ruzek,3031,M18-24,USA,00:41:38,03:36:31,02:28:06,07:05:26
3,Diana Spangle,1518,F65-69,USA,00:40:47,03:33:13,02:38:29,07:05:27
49,Heather Bullis-Cruz,777,F50-54,USA,00:45:14,03:26:39,02:40:38,07:05:28
211,David Johnston,2849,M40-44,USA,00:48:26,03:22:36,02:35:38,07:05:29
212,Todd Ebner,2372,M40-44,USA,00:33:47,03:12:42,03:06:57,07:05:38
45,Colleen Konetzke,2388,F25-29,USA,00:27:51,03:51:32,02:29:59,07:05:43
16,Stephanie Melton,178,F18-24,USA,00:39:20,03:42:28,02:24:36,07:05:44
73,Christine Raimer,176,F35-39,USA,00:43:27,03:34:47,02:33:26,07:05:45
242,Chris McDonald,2850,M35-39,USA,00:43:32,03:26:47,02:31:41,07:05:50
172,Erick Delgado,1139,M50-54,USA,00:45:41,03:30:27,02:33:51,07:05:53
70,Adam Aina,2691,M18-24,USA,00:32:57,03:25:57,02:54:33,07:05:56
187,Dan Stockmann,2131,M45-49,USA,00:34:10,03:18:49,02:59:35,07:05:59
74,Kerri Dickey,2182,F35-39,USA,00:46:52,03:35:17,02:20:56,07:06:00
188,Mark Cody,2014,M45-49,USA,00:52:10,03:25:31,02:22:01,07:06:12
27,Stacey Baczkowski,1784,F55-59,USA,00:52:01,03:26:46,02:29:10,07:06:14
50,Jennifer Ford,868,F50-54,USA,00:52:29,03:25:34,02:34:27,07:06:17
189,Dimitri Salin,2907,M45-49,USA,00:34:31,03:18:12,03:00:59,07:06:19
66,Elise Martin,3030,F45-49,USA,00:43:01,03:58:37,02:09:14,07:06:22
85,Allison Raymond,2172,F40-44,USA,00:43:57,03:32:58,02:32:51,07:06:35
86,Sandy Miller,2301,F40-44,USA,00:59:29,03:16:58,02:33:16,07:06:56
190,Rich Bruin,1290,M45-49,USA,00:38:18,03:12:59,03:06:08,07:06:59
28,Kathy Scott,1929,F55-59,USA,00:35:53,03:31:45,02:45:04,07:07:03
191,Chad Sugimoto,2856,M45-49,USA,01:01:11,03:18:20,02:28:01,07:07:06
213,Brandon Tanner,2823,M40-44,USA,00:36:48,03:31:10,02:33:46,07:07:13
67,Nathalie Gerard,2479,F45-49,USA,00:46:51,03:32:12,02:37:00,07:07:14
214,Jose Rivera,1769,M40-44,USA,00:50:01,03:29:25,02:32:28,07:07:26
173,Joey Bumanlag,1996,M50-54,USA,00:49:46,03:36:44,02:24:37,07:07:30
75,Tomoyo Nagase,1099,F35-39,USA,00:40:26,03:26:35,02:44:55,07:07:33
100,Carlyle Naylor,2930,M55-59,USA,00:42:52,03:15:27,02:52:34,07:07:33
101,Jerry Nankervis,2333,M55-59,USA,00:43:20,03:22:51,02:41:11,07:07:40
192,Chris Wilkinson,3101,M45-49,USA,00:48:17,03:17:45,02:42:43,07:08:03
243,Bryan Huber,2816,M35-39,USA,00:47:45,03:17:07,02:42:07,07:08:05
244,David Swafford,1830,M35-39,USA,00:34:49,03:16:21,03:05:34,07:08:08
245,Michael Gomes,2371,M35-39,USA,00:54:14,03:32:16,02:29:55,07:08:12
215,Jose Avila,805,M40-44,MEX,00:39:14,03:43:47,02:32:06,07:08:13
46,Catherine Sorensen,2667,F25-29,USA,00:41:01,03:40:06,02:32:38,07:08:15
68,Susana Meza,1848,F45-49,USA,01:02:34,03:26:22,02:15:50,07:08:15
191,Andrew Toolson,2844,M30-34,USA,00:43:26,03:20:28,02:39:43,07:08:17
-,Team Team Maurer,4047,RELAY,USA,00:43:16,03:15:11,02:57:54,07:08:21
130,Jacob Reyes,1723,M25-29,USA,00:38:21,03:43:13,02:23:39,07:08:24
76,Kerri Graham,1946,F35-39,USA,00:41:29,03:39:31,02:35:31,07:08:31
69,Fannie Hansen,861,F45-49,USA,00:51:39,03:38:55,02:26:26,07:08:35
87,Janice Vargas,2635,F40-44,USA,00:56:12,03:27:21,02:28:33,07:08:56
246,Daniel Gallo,164,M35-39,USA,00:58:45,03:16:38,02:37:55,07:08:57
78,Hannah Bateman,2831,F30-34,USA,00:38:44,03:44:48,02:30:38,07:09:01
37,Neff Broadbent,1982,M60-64,USA,00:40:13,03:25:40,02:48:00,07:09:14
174,Jed Mortenson,2339,M50-54,USA,00:36:06,03:28:05,02:53:01,07:09:18
216,Eddie Medal,2516,M40-44,USA,00:54:39,03:18:21,02:42:25,07:09:19
17,Erin Nielsen,3100,F18-24,USA,00:52:11,03:37:36,02:18:22,07:09:21
247,Cody Layton,2024,M35-39,USA,00:52:47,03:31:09,02:32:01,07:09:22
193,Ruben Garcia,895,M45-49,USA,00:40:53,03:20:11,02:56:12,07:09:47
131,Adam Crandall,3000,M25-29,USA,00:47:06,03:24:30,02:42:23,07:10:14
18,Elisabeth Spencer,1093,F60-64,USA,00:37:44,03:26:30,02:49:05,07:10:32
194,Brandon Probst,2279,M45-49,USA,00:47:52,03:26:41,02:41:16,07:10:36
51,Jenifer Garner,962,F50-54,USA,00:40:16,03:41:52,02:35:01,07:10:53
195,Steven Aragon,2969,M45-49,USA,00:57:43,03:20:14,02:33:32,07:11:00
70,Meri Bruin,1294,F45-49,USA,00:40:16,03:34:55,02:44:27,07:11:06
217,Christopher Kahan,1122,M40-44,USA,00:49:32,03:25:01,02:32:05,07:11:21
196,Mike McKinney,1845,M45-49,USA,00:33:05,03:04:34,03:20:06,07:11:22
71,Ryan Coon,3094,M18-24,USA,00:45:42,03:30:35,02:33:42,07:11:23
77,Heather Harris,1388,F35-39,USA,00:54:16,03:19:29,02:38:39,07:11:31
197,Scott Olofson,1461,M45-49,USA,00:40:09,03:34:28,02:42:01,07:11:33
175,Erik Stigum,2249,M50-54,USA,00:47:04,03:34:12,02:30:14,07:11:35
17,Brad Daly,2146,M65-69,USA,00:38:05,03:39:19,02:34:27,07:11:36
218,Jared Hatch,2463,M40-44,USA,00:38:31,03:19:06,02:57:07,07:11:38
52,Susan Miller,880,F50-54,USA,00:54:37,03:18:28,02:46:13,07:11:44
47,Sarah Fordham,2154,F25-29,USA,00:44:01,03:33:59,02:30:19,07:11:50
132,Andrew Black,2517,M25-29,USA,00:44:49,03:48:07,02:14:56,07:11:50
53,Amy Purvis,1026,F50-54,USA,00:48:10,03:25:49,02:39:11,07:11:54
198,Jonathan Holbrook,2207,M45-49,USA,00:56:22,03:30:43,02:29:28,07:11:56
219,Stephen Winkle,2143,M40-44,USA,00:45:54,03:32:42,02:33:42,07:11:56
176,Paul Logan,2230,M50-54,USA,00:46:49,03:36:33,02:35:00,07:11:59
220,Russell Legg,2713,M40-44,USA,00:46:03,03:38:59,02:32:06,07:12:10
221,Travis Blackford,1911,M40-44,USA,00:40:15,03:39:03,02:32:00,07:12:14
192,Justin Hayes,2693,M30-34,USA,00:42:43,03:45:18,02:29:23,07:12:16
222,Geoffrey Merker,1995,M40-44,USA,00:51:20,03:33:15,02:29:57,07:12:18
54,Tina Weidenkeller,886,F50-54,USA,00:34:56,03:20:16,03:03:25,07:12:21
71,Heather Yancey,1883,F45-49,USA,00:40:28,03:25:58,02:52:31,07:12:42
72,Irene Vignini,1607,F45-49,ITA,01:01:10,03:28:53,02:29:45,07:12:49
248,Nathan Turner,606,M35-39,USA,00:36:55,03:11:02,03:13:02,07:12:54
102,Gary Raymond,1590,M55-59,USA,01:03:18,02:58:09,02:48:45,07:12:56
48,Kimberly Coombs,2961,F25-29,USA,00:29:38,03:33:10,02:48:51,07:13:06
38,Robert Spicer,1192,M60-64,USA,00:48:28,03:26:02,02:39:46,07:13:06
39,Doug Barton,2254,M60-64,USA,00:45:14,03:13:03,02:52:05,07:13:06
199,Daniel Spatz,2868,M45-49,USA,00:41:58,03:26:05,02:42:39,07:13:14
103,Tim Gainer,1323,M55-59,USA,00:48:25,03:23:08,02:45:44,07:13:22
249,Gregory Meyet,2439,M35-39,USA,00:36:31,03:35:57,02:47:41,07:13:40
250,Patricio Wise,1798,M35-39,USA,00:45:31,03:27:23,02:49:06,07:13:49
18,Gabriella Hubble,2418,F18-24,USA,00:48:34,03:31:45,02:42:20,07:13:51
49,Lillian Grisafi,1920,F25-29,USA,00:38:19,03:44:00,02:37:56,07:13:58
193,Curtis Roundy,2821,M30-34,USA,00:43:42,03:27:09,02:47:44,07:14:04
73,Bernadette Pethtel,2776,F45-49,USA,00:46:14,03:36:39,02:35:42,07:14:09
104,Ron Odermott,1641,M55-59,USA,00:42:04,03:34:45,02:40:26,07:14:11
177,Shawn Oneill,1054,M50-54,USA,00:43:17,03:22:28,02:51:39,07:14:12
133,Jason Child,2050,M25-29,USA,00:44:37,03:39:48,02:36:48,07:14:15
200,John Francke,2434,M45-49,SWE,00:35:36,03:29:28,02:52:35,07:14:16
78,Hayley Beauchamp,1973,F35-39,USA,00:44:46,03:57:36,02:14:45,07:14:19
134,Brian Hartwell,2734,M25-29,USA,00:46:19,03:11:09,03:02:04,07:14:24
194,Scott Frazier,2504,M30-34,USA,00:32:41,03:34:18,02:54:52,07:14:26
201,Francisco Aguilar,2979,M45-49,USA,00:40:56,03:24:15,02:50:46,07:14:26
178,Jeff Putt,1792,M50-54,USA,00:43:21,03:13:22,03:00:53,07:14:32
195,Taylor Klein,2560,M30-34,USA,00:37:03,03:57:26,02:24:36,07:14:35
196,Andrew Miller,801,M30-34,USA,00:58:00,03:49:12,02:12:05,07:14:44
105,Ray Buttars,1208,M55-59,USA,00:52:25,03:31:11,02:34:54,07:14:44
179,Chris Gorman,2209,M50-54,USA,00:39:49,03:09:16,03:02:13,07:14:48
50,Hailey Cockrum,1991,F25-29,USA,00:36:18,03:56:49,02:31:00,07:14:50
251,Kristoffer Crisostomo,1027,M35-39,PHL,00:39:30,03:29:17,02:48:46,07:15:05
252,David Caraveo JR,1736,M35-39,USA,00:42:47,03:20:57,02:58:43,07:15:09
55,Beth Yuen,1137,F50-54,USA,00:46:57,03:34:55,02:38:30,07:15:17
56,Heather Paxman,1715,F50-54,USA,01:05:38,03:25:26,02:25:24,07:15:21
180,Darrin Larkin,2055,M50-54,USA,00:42:08,03:27:45,02:46:26,07:15:21
202,Anthony Muscarello,976,M45-49,USA,00:58:32,03:18:14,02:44:34,07:15:29
223,Joshua Lewis,2330,M40-44,USA,00:32:55,03:07:08,03:23:26,07:15:30
197,Michael King,2056,M30-34,USA,00:28:46,03:31:20,02:58:21,07:15:31
29,Laura Roesgen,2122,F55-59,USA,00:42:05,03:32:44,02:46:27,07:15:32
253,Eric Daley,2584,M35-39,USA,00:35:13,03:20:40,03:01:18,07:15:33
135,Matthew Humphries,1044,M25-29,USA,00:35:21,03:47:28,02:39:03,07:15:37
203,Scot Pettey,2652,M45-49,USA,00:47:03,03:35:34,02:31:14,07:15:47
136,Jens Aaron,2872,M25-29,USA,00:41:54,03:50:29,02:23:49,07:15:48
74,Stacie Tsangaris,2540,F45-49,USA,00:47:12,03:34:05,02:36:57,07:15:54
57,Dianna Contino,2120,F50-54,USA,00:38:35,03:33:50,02:46:27,07:15:55
30,Danielle Moody,2363,F55-59,USA,00:47:15,03:42:43,02:20:18,07:15:59
75,Megan Paul,2145,F45-49,USA,00:42:15,03:16:37,03:01:34,07:16:00
72,Ryker Jensen,2902,M18-24,USA,00:45:58,03:30:35,02:39:00,07:16:03
254,Kameron Savage,2736,M35-39,USA,00:50:02,03:21:51,02:42:46,07:16:07
76,Tanya Allen,2043,F45-49,USA,00:43:11,03:44:10,02:33:29,07:16:07
224,Mark Alvarado,1790,M40-44,USA,00:43:56,03:35:43,02:38:39,07:16:15
255,Reed Olsen,3078,M35-39,USA,00:48:44,03:18:25,02:53:37,07:16:17
77,Anna Macknight,2184,F45-49,USA,00:46:02,03:45:31,02:24:47,07:16:19
88,Maria Espinosa,1612,F40-44,MEX,00:47:03,03:11:00,03:06:53,07:16:25
198,Ryan Richey,3079,M30-34,USA,00:44:26,03:19:42,02:54:19,07:16:27
40,Gary Ledger,1742,M60-64,USA,00:42:02,03:39:50,02:34:21,07:16:33
204,Tom Stafford,1040,M45-49,USA,00:43:52,03:35:33,02:34:51,07:16:33
58,Naomi Harri,1531,F50-54,USA,00:51:53,03:43:41,02:20:26,07:16:37
41,Michael Mitchell,471,M60-64,USA,00:45:37,03:07:22,03:09:13,07:16:38
199,Roderick Aquino,1019,M30-34,USA,00:47:36,03:15:28,03:00:54,07:16:48
181,Scott Cross,2454,M50-54,USA,00:47:03,03:26:42,02:50:11,07:16:49
182,Jerry Jaeger,1293,M50-54,USA,00:46:05,03:28:15,02:39:09,07:16:49
59,Carolina Enockson,997,F50-54,COL,00:46:35,03:33:46,02:38:16,07:16:51
106,Rick Miller,1525,M55-59,USA,00:41:29,03:28:57,02:42:40,07:16:53
1,Gene Peters,603,M75-79,USA,00:40:23,03:37:25,02:41:42,07:17:03
183,Tyson Jacobsen,233,M50-54,USA,00:42:39,03:19:39,03:00:00,07:17:15
137,Trevor Churchill,2564,M25-29,USA,00:50:45,03:42:59,02:21:55,07:17:45
225,Cevan Skinner,1206,M40-44,USA,01:04:51,03:14:11,02:42:12,07:17:52
89,Tristan Lindfelt,1785,F40-44,USA,00:38:21,03:56:00,02:32:37,07:18:05
31,Kristie Peressini,930,F55-59,USA,00:40:55,03:26:46,02:57:09,07:18:08
78,Rachel Albertson,1433,F45-49,USA,00:51:36,03:47:48,02:16:37,07:18:09
79,Tracy Gilbert,2047,F45-49,USA,00:42:06,03:48:14,02:31:44,07:18:16
226,Graham Glauser,2671,M40-44,USA,00:41:15,03:42:24,02:43:13,07:18:25
184,Jeffrey Eastep,1142,M50-54,USA,00:45:09,03:34:57,02:39:43,07:18:29
185,Michael Gutmann,2205,M50-54,USA,00:37:21,03:32:31,02:47:25,07:18:31
80,Anne Healy,2803,F45-49,USA,00:38:33,03:26:54,03:02:10,07:18:31
51,Meghan Gascoigne,2447,F25-29,USA,00:36:58,03:50:41,02:35:01,07:18:34
256,Jensen Warnock,1205,M35-39,USA,00:39:25,03:33:08,02:51:21,07:18:36
18,William Cassity,2604,M65-69,USA,00:50:26,03:04:10,03:08:48,07:18:38
81,Luciana Yamaguchi,1469,F45-49,USA,00:44:39,03:34:20,02:44:59,07:18:39
200,Rodrigo Mendoza Gara?a,2653,M30-34,MEX,00:40:29,03:33:30,02:49:26,07:18:44
90,Sarah Lippitt,753,F40-44,USA,00:47:03,03:22:47,02:55:02,07:19:09
52,Alana Moore,2299,F25-29,USA,00:43:49,03:43:30,02:38:34,07:19:14
227,Andriy Kusenko,1456,M40-44,UKR,00:43:10,03:35:09,02:41:34,07:19:16
201,Marty Povey,2346,M30-34,USA,00:44:47,03:29:05,02:52:57,07:19:32
138,Grant Bulawa,1873,M25-29,USA,00:53:37,03:29:06,02:35:01,07:19:33
79,Theresa Tran,2274,F30-34,USA,00:45:27,03:45:58,02:36:03,07:19:34
91,Jill Rippy,1904,F40-44,USA,00:43:26,03:23:06,03:00:41,07:19:35
32,Barbara Sims,548,F55-59,USA,00:42:03,03:38:07,02:40:54,07:19:46
107,Roger Dow,1705,M55-59,USA,00:40:52,03:25:57,02:58:28,07:20:06
186,Simon Williams,1694,M50-54,USA,00:46:14,03:20:40,02:58:49,07:20:24
202,Shawn Aguilar,1566,M30-34,USA,00:45:53,03:45:07,02:30:45,07:20:33
203,Tom Ries,2136,M30-34,USA,00:36:47,03:34:07,02:50:22,07:20:42
187,Dave Johnson,2960,M50-54,USA,00:39:25,03:30:22,02:47:52,07:20:49
53,Julia Quinley,863,F25-29,USA,00:45:31,03:27:34,02:55:11,07:20:58
188,Tyler Burningham,2769,M50-54,USA,00:43:46,03:43:42,02:32:07,07:21:00
204,Scott West,3062,M30-34,USA,00:46:24,03:30:48,02:50:53,07:21:09
257,David Brewer,2918,M35-39,USA,00:44:37,03:37:33,02:34:57,07:21:12
139,Jared Ford,2278,M25-29,USA,00:49:30,03:38:28,02:30:51,07:21:12
60,Molly Welker,840,F50-54,USA,00:52:19,03:27:23,02:45:16,07:21:19
73,Miles Wilson,2965,M18-24,USA,00:44:34,03:53:16,02:27:32,07:21:24
205,Matthew Stewart,2196,M30-34,USA,00:43:24,03:32:42,02:50:21,07:21:25
258,Travis Wolther,3059,M35-39,USA,00:45:29,03:56:44,02:20:57,07:21:45
189,Robert Godby,896,M50-54,USA,00:43:02,03:08:57,03:13:57,07:21:47
80,Catherine Spann,3058,F30-34,USA,00:45:32,03:56:38,02:20:57,07:21:49
206,Cameran Mecham,144,M30-34,USA,00:51:43,03:34:58,02:39:28,07:21:51
82,Harpreet Virk,1419,F45-49,USA,00:43:18,03:38:25,02:42:05,07:22:04
205,Mark Murdock,1162,M45-49,USA,00:42:48,03:19:34,03:03:29,07:22:08
83,Cheryl Sands,1976,F45-49,USA,00:43:28,03:32:16,02:49:04,07:22:17
92,Lisa Danylchuk,1822,F40-44,USA,00:44:52,03:40:34,02:36:28,07:22:42
42,Jim Ford,806,M60-64,USA,00:38:07,03:24:16,03:07:13,07:22:59
93,Malia Keck,2134,F40-44,USA,00:48:50,03:47:08,02:33:07,07:23:00
61,Maria Tooker,3075,F50-54,USA,00:50:47,03:32:31,02:46:47,07:23:05
108,Barry Vince,1401,M55-59,USA,00:37:16,03:42:35,02:42:55,07:23:09
54,Regina Gonzalez Balbontin,1611,F25-29,MEX,00:43:44,03:30:48,02:52:58,07:23:17
33,Nicole Genua,2621,F55-59,USA,00:40:12,03:38:26,02:53:46,07:23:18
228,Chad Collins,2556,M40-44,USA,00:52:54,03:33:47,02:42:36,07:23:29
109,Christopher Schultz,1728,M55-59,USA,00:43:44,03:35:05,02:48:47,07:23:36
229,Jason Laurence,2518,M40-44,USA,00:40:56,03:26:22,03:01:46,07:23:46
74,Alejandro Bernal,1722,M18-24,USA,00:35:48,03:23:14,03:13:09,07:23:54
190,Adam Nathanson,1619,M50-54,USA,00:45:37,03:19:56,02:59:27,07:23:55
140,Zachary Branch,2300,M25-29,USA,00:43:26,03:44:33,02:40:05,07:24:05
84,Jill Fragoso,1919,F45-49,USA,00:43:19,03:46:40,02:40:28,07:24:09
43,Kit Palmer,1058,M60-64,USA,00:48:06,03:43:39,02:39:08,07:24:21
207,Robert Borski,1635,M30-34,USA,00:50:23,03:42:44,02:32:08,07:24:23
75,Joshua Wilson,2788,M18-24,USA,00:53:34,03:42:53,02:31:29,07:24:25
259,Ryan Meyers,1254,M35-39,USA,00:53:58,03:43:02,02:30:45,07:24:26
191,Grady Bell,1047,M50-54,USA,00:44:32,03:20:15,03:05:09,07:24:50
34,Peg Boren,3086,F55-59,USA,00:52:36,03:26:45,02:45:13,07:25:23
206,Donald Rhodes,2156,M45-49,USA,00:51:19,03:28:55,02:43:12,07:25:24
192,Tony Lillios,2366,M50-54,USA,00:35:08,03:40:57,02:54:40,07:25:25
110,Myles Spar,1559,M55-59,USA,00:42:07,03:33:00,02:56:07,07:25:27
111,Eric Gildenhuys,2317,M55-59,CAN,00:48:43,03:28:29,02:49:33,07:25:34
193,Dave Roshak,2507,M50-54,USA,00:44:50,03:21:51,03:03:28,07:25:42
76,Austin Gegg,1632,M18-24,USA,00:42:47,03:19:50,03:04:06,07:25:42
207,Isaiah Campos,1499,M45-49,USA,00:36:05,03:05:02,03:32:07,07:25:53
112,Mark Sepulveda,1709,M55-59,USA,00:38:57,03:32:02,03:00:32,07:26:10
230,Brooks Steele,1213,M40-44,USA,00:50:21,03:30:35,02:52:02,07:26:12
113,Ron Haley,2212,M55-59,USA,00:47:16,03:56:04,02:25:12,07:26:22
260,Matt Lafrance,2739,M35-39,USA,00:52:52,04:06:05,02:08:49,07:26:24
114,Jeff Recker,1698,M55-59,USA,00:44:36,03:30:35,02:51:21,07:26:33
81,Lauren Ashman,1493,F30-34,USA,01:02:20,03:31:38,02:36:14,07:26:33
208,Johnathan Cox,2174,M30-34,USA,00:52:50,03:57:37,02:17:44,07:26:58
194,Javier Desentis,2017,M50-54,USA,00:40:39,03:40:32,02:43:14,07:27:23
