Place,Name,Bib,Division,Nation,Swim,Bike,Run,Time
12,Connie Hughes,2046,F40-44,USA,00:29:37,02:52:19,02:01:35,05:32:02
29,Patrick Louchouarn,661,M55-59,USA,00:34:41,02:39:41,02:08:39,05:32:04
88,Mike Kimball,2535,M35-39,USA,00:31:25,03:01:15,01:48:51,05:32:19
12,Sarah Kletzer,795,F25-29,USA,00:27:09,03:05:22,01:51:24,05:32:30
62,Marcel Lopez,1447,M40-44,PRI,00:39:12,02:45:28,01:59:11,05:32:33
47,Scott Gende,2251,M50-54,USA,00:38:16,02:47:06,01:55:39,05:32:40
89,Ernesto Samudio,489,M35-39,COL,00:37:23,02:46:01,01:59:33,05:32:47
48,John Goddard,501,M50-54,USA,00:31:34,02:47:51,02:05:38,05:32:51
13,Jill Martin,3025,F40-44,USA,00:33:51,02:53:49,01:58:02,05:32:52
52,Jacob Fisher,1610,M25-29,USA,00:29:27,02:51:21,01:57:20,05:32:53
90,Jason Dubovsky,644,M35-39,USA,00:35:53,02:47:28,02:00:02,05:32:57
16,Betsy Mercer,780,F45-49,USA,00:36:49,02:44:12,02:03:19,05:32:58
24,Lindsey Bauman,1051,F30-34,USA,00:28:26,03:01:08,01:55:10,05:33:04
30,Pete Bowden,1285,M55-59,USA,00:35:36,02:56:24,01:50:06,05:33:07
91,Matthew Travis,1882,M35-39,USA,00:38:04,02:45:46,01:59:35,05:33:11
7,Mark Allen,816,M60-64,USA,00:42:03,02:46:29,01:54:12,05:33:11
75,Tyler Boyd,2329,M30-34,USA,00:32:55,02:46:19,02:01:40,05:33:13
21,Karolina Mole,533,F35-39,USA,00:39:34,02:47:47,01:58:25,05:33:15
49,Christopher Wegner,1056,M50-54,USA,00:33:17,02:37:25,02:12:02,05:33:16
31,Bill Duzan,874,M55-59,USA,00:35:20,02:45:30,01:59:26,05:33:19
63,Joshua Schwab,1851,M40-44,USA,00:37:07,02:44:08,02:01:39,05:33:21
64,Mark Mattecheck,307,M40-44,USA,00:40:43,02:40:10,02:05:26,05:33:21
92,Aaron Smela,2534,M35-39,USA,00:34:27,02:43:19,02:07:52,05:33:22
93,James Lipset,991,M35-39,USA,00:38:05,02:45:17,01:59:17,05:33:23
65,Brent Koel,1842,M40-44,USA,00:34:11,02:31:15,02:18:38,05:33:24
14,Jamie Lake,508,F40-44,USA,00:35:36,02:56:02,01:53:28,05:33:30
17,Sharley Simpson,341,F45-49,USA,00:36:19,02:57:02,01:50:59,05:33:31
94,Josh Fisher,934,M35-39,USA,00:42:32,02:55:22,01:42:16,05:33:34
95,Jonathan Espinel,1107,M35-39,USA,00:41:29,02:38:05,02:05:05,05:33:47
13,Mariana Franco,911,F25-29,MEX,00:33:57,02:57:33,01:53:36,05:33:50
96,Jeremy Rogers,641,M35-39,USA,00:34:28,02:45:22,02:05:36,05:33:51
25,Madeleine Faucher,936,F30-34,USA,00:33:15,02:49:15,02:01:42,05:33:51
26,Gabriela Herrera,1702,F30-34,USA,00:38:31,02:50:14,01:57:01,05:33:51
22,Olivia Malloy,1488,F35-39,USA,00:30:30,03:08:01,01:46:45,05:33:52
-,Team Team Homer,4046,RELAY,USA,00:35:02,03:08:56,01:42:51,05:33:58
76,John Taska,2223,M30-34,USA,00:34:58,02:46:38,02:06:17,05:34:11
15,Amy Gonzalez,854,F40-44,USA,00:34:41,02:54:39,01:53:49,05:34:12
50,Jared Preston,2237,M50-54,USA,00:40:25,02:43:38,02:01:34,05:34:16
97,Eric Dunn,1202,M35-39,USA,00:39:59,02:42:31,02:03:17,05:34:23
66,Rob Reagles,920,M40-44,USA,00:46:02,02:52:08,01:45:41,05:34:24
27,Jackson Beadell,2738,M18-24,USA,00:38:57,02:51:03,01:56:06,05:34:28
23,Barbara George Thomson,2296,F35-39,USA,00:36:10,02:58:20,01:50:12,05:34:30
53,Scott Schoen,2801,M25-29,USA,00:35:50,02:32:34,02:13:01,05:34:35
77,David Burroughs,2657,M30-34,USA,00:46:41,02:51:57,01:43:38,05:34:43
57,Ryan Wynne,1891,M45-49,USA,00:34:38,02:47:14,02:04:29,05:34:44
67,Collin Swenson,1113,M40-44,USA,00:37:27,02:52:40,01:57:21,05:34:45
58,Rusty Heyman,2655,M45-49,USA,00:34:51,02:46:26,02:04:28,05:34:49
68,James Decker,747,M40-44,USA,00:33:52,03:00:36,01:52:57,05:34:54
78,Cameron Bawden,3105,M30-34,USA,00:36:25,02:56:43,01:44:24,05:34:57
98,Ryan Miller,542,M35-39,USA,00:38:44,03:03:18,01:46:55,05:34:58
54,Chandler Gouger,2227,M25-29,USA,00:37:17,02:56:03,01:52:23,05:35:04
24,Melynne Barron,2059,F35-39,USA,00:31:15,03:07:56,01:41:10,05:35:06
69,Jeffrey Turnbull,2280,M40-44,USA,00:33:02,02:47:37,02:03:26,05:35:10
8,Bruce Wilson,2429,M60-64,USA,00:35:49,02:46:18,02:04:39,05:35:22
79,Hunter Ellis,625,M30-34,USA,00:33:39,02:43:05,02:10:33,05:35:30
99,Jordan Smith,968,M35-39,USA,00:41:49,02:43:58,02:00:57,05:35:40
55,Mason Teuber,2112,M25-29,USA,00:35:38,02:40:17,02:06:57,05:35:44
80,Kevin Merlander,846,M30-34,USA,00:31:56,02:52:26,02:01:47,05:35:45
28,Adam Armienta,186,M18-24,USA,00:37:54,02:52:24,01:55:45,05:35:51
59,Michael Bergquist,909,M45-49,USA,00:40:07,02:49:34,01:56:22,05:35:53
70,Thomas Fletcher,687,M40-44,BMU,00:39:23,02:56:17,01:46:35,05:35:54
2,Suzanne Endsley,288,F55-59,USA,00:40:06,02:53:54,01:52:45,05:36:00
16,Tamera Finley,695,F40-44,USA,00:39:24,02:50:44,01:56:22,05:36:03
81,Andrew Berumen,3053,M30-34,USA,00:45:28,02:46:48,01:49:50,05:36:04
71,Joseph Fasl,803,M40-44,USA,00:37:34,02:56:18,01:52:04,05:36:04
17,Rebecca Bader,545,F40-44,USA,00:40:50,02:55:40,01:50:50,05:36:22
82,Clemence Castillo,2895,M30-34,USA,00:38:45,02:56:28,01:50:28,05:36:25
18,Stacie Matthews,554,F45-49,USA,00:39:45,02:52:28,01:55:15,05:36:32
14,Madeline Margevicius,344,F25-29,USA,00:36:33,02:55:43,01:58:05,05:36:34
72,Lynden Evans,2733,M40-44,USA,00:35:45,02:52:21,01:58:29,05:36:46
29,Nathan Ford,2277,M18-24,USA,00:35:10,02:51:52,02:00:17,05:36:53
9,William Wiseman,133,M60-64,USA,00:37:12,02:42:58,02:08:29,05:36:57
25,Sarah Breevoort,3066,F35-39,USA,00:33:38,03:00:35,01:51:21,05:36:59
51,Jed Vanichkachorn,132,M50-54,USA,00:36:04,02:50:35,02:03:00,05:37:00
73,Josh Cowdin,876,M40-44,USA,00:40:58,02:55:12,01:53:36,05:37:29
30,Ada Dildar,2022,M18-24,USA,00:30:49,02:51:30,02:03:19,05:37:31
52,Luis Andarcia,1634,M50-54,VEN,00:32:14,02:50:16,02:06:17,05:37:31
18,Shantel Pack,1008,F40-44,USA,00:43:50,02:53:35,01:52:34,05:37:33
53,Paul Bedish,775,M50-54,USA,00:39:33,02:54:53,01:51:57,05:37:41
19,Ann Hammer,394,F40-44,USA,00:31:08,02:57:25,02:01:44,05:37:44
74,David Burns,2124,M40-44,USA,00:37:18,02:51:32,01:59:14,05:37:46
32,Christopher Graves,438,M55-59,USA,00:41:16,02:50:01,01:55:33,05:37:47
20,Michaela Prehm,2970,F40-44,DEU,00:35:32,02:51:16,02:00:04,05:37:55
15,Diana Drew,865,F25-29,USA,00:35:23,03:04:56,01:49:16,05:37:57
83,Luke Greensides,242,M30-34,USA,00:38:52,02:49:01,02:02:37,05:38:01
21,Heather Jasontek,2253,F40-44,USA,00:37:14,03:00:11,01:49:08,05:38:08
84,Lucas Harvey,1691,M30-34,USA,00:38:07,02:45:38,02:05:39,05:38:10
54,Scott Parkinson,581,M50-54,USA,00:37:10,02:41:57,02:10:44,05:38:12
100,Tony Durham,1704,M35-39,USA,00:34:10,02:51:04,02:04:01,05:38:25
31,Colin Fenster,1411,M18-24,USA,00:26:27,02:35:23,02:27:59,05:38:27
10,Tyler Smith,2843,M60-64,USA,00:42:28,02:54:00,01:51:37,05:38:28
75,Andrew Heidt,2246,M40-44,USA,00:36:27,02:46:22,02:04:54,05:38:29
56,Cameron Holdaway,3040,M25-29,USA,00:32:29,02:51:02,02:06:35,05:38:31
55,Jose Bravini,1760,M50-54,VEN,00:41:43,02:48:17,01:58:08,05:38:35
33,Dan Cadriel,1157,M55-59,USA,00:39:02,02:56:11,01:51:32,05:38:36
60,Laurent Bride,588,M45-49,USA,00:40:32,02:45:56,02:04:16,05:38:36
22,Becky Matro,343,F40-44,USA,00:36:58,02:53:43,01:58:34,05:38:41
85,Raymundo Hernandez,670,M30-34,MEX,00:40:07,02:55:21,01:52:51,05:38:42
11,Garrett Dalessandro,622,M60-64,USA,00:39:48,02:55:00,01:47:45,05:38:44
57,Nicholas Stailey,2571,M25-29,USA,00:35:11,02:54:14,01:53:29,05:38:51
27,Claire Weems Shaffer,752,F30-34,USA,00:28:47,03:08:42,01:53:29,05:38:52
16,Sami Lee,1565,F25-29,USA,00:36:27,02:56:38,01:57:54,05:38:53
19,Nicki Leo,442,F45-49,USA,00:35:09,03:02:43,01:51:34,05:38:57
86,Adam Kozak,3046,M30-34,USA,00:38:39,02:52:21,01:59:25,05:39:13
58,Alex Schiffman,1484,M25-29,USA,00:43:19,02:41:23,02:04:53,05:39:18
20,Jenny Thacker,281,F45-49,USA,00:33:12,03:04:03,01:54:16,05:39:18
23,Debra Crowther,2692,F40-44,USA,00:38:14,03:01:24,01:51:04,05:39:20
28,Kelsey Bucher,728,F30-34,USA,00:28:42,02:51:55,02:09:59,05:39:22
87,Cory Hatton,2964,M30-34,USA,00:32:20,02:51:21,02:07:10,05:39:24
56,Joe Gretsch,1073,M50-54,USA,00:38:24,02:39:32,02:09:04,05:39:24
4,Stacey Stern,576,F50-54,USA,00:35:53,02:51:03,02:04:05,05:39:33
57,Todd Kosenski,1506,M50-54,USA,00:33:09,02:52:33,02:03:40,05:39:36
3,Karin Peters,308,F55-59,USA,00:39:00,02:46:39,02:05:06,05:39:37
76,Tom Liddell,2631,M40-44,USA,00:44:49,02:36:33,02:07:58,05:39:40
24,Cheryl Claes,1392,F40-44,USA,00:34:10,02:53:14,02:03:19,05:39:40
77,Evan De Szoeke,2322,M40-44,USA,00:27:19,03:12:19,01:47:57,05:39:42
17,Alexandra Porter,1341,F25-29,USA,00:34:12,03:03:22,01:51:57,05:39:43
58,Eric Ayars,1540,M50-54,USA,00:36:47,02:54:34,01:59:57,05:39:47
25,Jennifer Finotti-Sheppard,2139,F40-44,USA,00:28:09,02:51:29,02:11:48,05:39:47
78,Rodrigo Quevedo,2952,M40-44,MEX,00:29:15,03:06:07,01:54:58,05:39:48
88,Thomas Melburn,200,M30-34,USA,00:36:25,02:43:58,02:02:10,05:39:50
34,Thomas Wood,878,M55-59,USA,00:35:33,02:51:56,02:00:54,05:39:51
61,Eugene Haas,987,M45-49,USA,00:39:31,02:47:51,02:01:38,05:39:57
62,Vladimir Stepin,932,M45-49,USA,00:39:48,02:54:36,01:55:47,05:39:57
59,Paul Scheipeter,2162,M25-29,USA,00:37:26,02:43:03,02:04:30,05:39:58
26,Amber Blair,823,F35-39,USA,00:40:33,02:57:13,01:53:12,05:40:09
-,Team Team Greenhalgh,4045,RELAY,USA,00:36:19,03:24:43,01:34:00,05:40:12
35,Eric Bachmann,1070,M55-59,USA,00:48:20,02:39:08,01:59:31,05:40:21
60,Kyle Hopkins,2890,M25-29,USA,00:37:06,02:47:58,02:05:28,05:40:25
59,Javin Berg,530,M50-54,USA,00:38:07,02:43:13,02:10:47,05:40:30
79,Randy Rindlisbacher,838,M40-44,USA,00:40:37,02:47:33,02:01:52,05:40:37
29,KJ Kroetch,2406,F30-34,USA,00:30:07,02:49:15,02:14:41,05:40:37
4,Gina Correll,2503,F55-59,USA,00:34:47,02:56:23,02:01:14,05:40:38
60,Bup Minardi,2148,M50-54,USA,00:46:20,02:51:54,01:48:25,05:40:45
101,Nicolas Bleier,1719,M35-39,PRY,00:40:35,02:48:18,01:59:32,05:40:48
30,Abigail Swift,676,F30-34,USA,00:44:42,03:01:26,01:42:20,05:41:11
32,Mitchell Crane,2420,M18-24,USA,00:31:56,02:43:03,02:17:56,05:41:15
1,Sue Pope,515,F60-64,USA,00:37:45,02:50:25,02:04:10,05:41:16
36,Peter Post,3074,M55-59,USA,00:36:24,02:44:31,02:10:49,05:41:19
102,Michal Marek,2579,M35-39,USA,00:43:00,03:02:26,01:43:50,05:41:23
103,Jake Anderson,2352,M35-39,USA,00:41:15,02:55:01,01:53:36,05:41:32
63,Kevin Clegg,2555,M45-49,USA,00:33:30,02:37:15,02:21:42,05:41:38
37,William Howard,2728,M55-59,USA,00:38:14,02:38:01,02:16:22,05:41:47
61,Matthew Hoy,842,M50-54,USA,00:38:19,02:51:01,02:04:18,05:41:48
38,Edward Birmingham,1592,M55-59,USA,00:42:53,02:59:44,01:50:18,05:41:49
62,Lee Riley,2268,M50-54,USA,00:37:27,02:43:07,02:11:32,05:41:52
64,Douglas Flinn,1383,M45-49,USA,00:35:31,02:52:59,02:01:57,05:41:53
63,Scott Watko,947,M50-54,USA,00:35:11,02:45:39,02:10:15,05:42:05
64,Chad Bidart,604,M50-54,USA,00:35:51,02:48:15,02:08:13,05:42:07
80,Tyler Hunter,595,M40-44,USA,00:35:56,02:46:03,02:10:00,05:42:07
-,"Team 3 Fast, 3 Furious",4001,RELAY,USA,00:41:56,02:54:20,02:00:27,05:42:08
2,Eric Johnson,339,M65-69,USA,00:33:45,02:57:31,02:01:26,05:42:11
89,Joshua Letsinger,2810,M30-34,USA,00:41:09,02:53:09,01:52:57,05:42:13
65,Doug Gailey,1103,M50-54,USA,00:33:52,02:56:36,02:03:40,05:42:17
90,Christian Schmid,1915,M30-34,DEU,00:37:33,02:53:31,02:01:31,05:42:19
3,Francesca Martinez Ramirez,2032,F18-24,MEX,00:33:50,03:00:32,01:57:45,05:42:25
91,Tyler McGinnis,2704,M30-34,USA,00:37:08,02:43:18,02:08:18,05:42:25
104,Chris Clark,441,M35-39,USA,00:40:10,02:47:49,02:03:41,05:42:29
65,David Chatwin,236,M45-49,USA,00:28:34,03:05:21,02:00:37,05:42:36
66,Joshua Tulino,1548,M45-49,USA,00:32:40,03:03:40,01:56:16,05:42:37
67,Trevor Astrope,830,M45-49,USA,00:34:17,02:38:43,02:20:06,05:42:48
31,Karen Corona,740,F30-34,MEX,00:41:45,02:56:53,01:57:48,05:42:54
66,Dirk Slade,1010,M50-54,USA,00:35:07,02:49:45,01:54:27,05:42:54
5,Judy Anderson,1562,F55-59,USA,00:33:13,02:58:44,01:57:49,05:42:56
67,Sean O'Donnell,892,M50-54,USA,00:37:16,02:54:02,02:01:18,05:42:57
105,Mark Byrne,1699,M35-39,IRL,00:37:08,02:53:07,02:01:51,05:43:04
68,Michael Goold,2304,M50-54,USA,00:42:02,02:55:13,01:54:00,05:43:06
68,Jeremy Liska,1943,M45-49,USA,00:35:36,02:56:31,02:00:09,05:43:09
106,Matt Hoyne,1793,M35-39,USA,00:36:07,02:56:36,02:00:47,05:43:11
32,Caitlin Thompson,2428,F30-34,USA,00:38:30,02:55:04,01:57:56,05:43:12
69,Lewis Nuttall,2200,M45-49,USA,00:40:49,02:51:11,02:00:27,05:43:15
39,Jon Dorn,738,M55-59,USA,00:36:10,02:54:40,02:01:24,05:43:23
81,Nathan Ramsey,2607,M40-44,USA,00:48:38,02:42:54,01:58:45,05:43:23
12,Michael Sharp,503,M60-64,USA,00:39:11,02:59:03,01:54:50,05:43:33
33,Tanner Megna,3033,M18-24,USA,00:31:18,03:06:39,01:54:56,05:43:33
13,Troy Cundari,679,M60-64,USA,00:36:34,02:59:21,01:58:09,05:43:39
-,Team Team Fuhry,4072,RELAY,USA,00:42:17,03:01:22,01:53:58,05:43:43
92,Josiah Burrow,599,M30-34,USA,00:30:55,02:43:41,02:21:08,05:43:45
69,Greg Davis,2241,M50-54,USA,00:41:01,02:47:07,02:04:18,05:43:49
40,Stephen Hiatt,2913,M55-59,USA,00:34:27,02:51:40,02:04:12,05:43:50
70,Travis Allen,1536,M45-49,USA,00:35:06,02:49:03,02:06:16,05:43:52
70,Christopher Thomas,1849,M50-54,USA,00:35:16,02:52:12,02:02:55,05:43:59
93,Zachary Josie,509,M30-34,USA,00:41:31,02:51:26,01:56:39,05:44:01
71,Rick Weaver,1380,M50-54,USA,00:35:00,02:53:22,01:58:48,05:44:02
82,Steve Ricci,496,M40-44,USA,00:40:16,02:56:24,01:58:05,05:44:04
26,Linda Tivorsak,2012,F40-44,USA,00:32:00,03:04:26,01:55:38,05:44:06
27,Felicia Borchert,1245,F35-39,USA,00:39:03,02:41:39,02:14:46,05:44:14
94,Carter Krueger,762,M30-34,USA,00:31:12,02:51:52,02:14:22,05:44:23
71,Scott Bourgeois,675,M45-49,USA,00:37:12,02:52:55,02:02:15,05:44:23
21,Angie Welder,802,F45-49,USA,00:43:25,02:59:26,01:48:57,05:44:24
14,T Jackson,287,M60-64,USA,00:32:11,02:45:38,02:19:07,05:44:29
28,Emily Holmes,1112,F35-39,USA,00:36:05,02:59:36,02:01:59,05:44:41
5,Katie Cassiday,2762,F50-54,USA,00:37:07,02:48:59,02:03:45,05:44:53
6,Stacia Wilkins,2308,F55-59,USA,00:37:52,02:55:59,02:00:07,05:44:54
34,Nick Azar,2951,M18-24,USA,00:37:42,02:49:57,02:04:14,05:45:07
95,Michael Graw,1839,M30-34,USA,00:34:32,02:39:05,02:23:55,05:45:17
72,Ryan Murphy,2152,M45-49,USA,00:52:06,02:44:19,01:57:50,05:45:22
18,Jenna Dede,2128,F25-29,USA,00:38:36,02:58:10,02:00:32,05:45:26
83,Charlie Gomez,1762,M40-44,USA,00:41:43,02:52:41,02:00:59,05:45:31
84,Nicholas Van Tress,2243,M40-44,USA,00:39:58,02:46:22,02:05:00,05:45:38
73,Eric Palmer,1261,M45-49,USA,00:40:07,02:43:46,02:13:16,05:45:38
96,Joseph Holmes,698,M30-34,GBR,00:39:29,02:55:17,02:03:11,05:45:44
27,Jennifer Matro,871,F40-44,USA,00:36:02,02:58:35,02:02:54,05:45:55
72,James O'Brien,1091,M50-54,USA,00:41:31,02:54:05,01:54:19,05:45:59
97,Alex Howland,1111,M30-34,USA,00:34:31,02:55:33,02:06:55,05:46:06
73,Tod Hardin,1482,M50-54,USA,00:36:52,02:41:41,02:17:32,05:46:06
98,Matt Hyland,444,M30-34,USA,00:38:24,02:55:25,01:59:44,05:46:11
74,Stephen Van Voorhis,2984,M50-54,USA,00:33:35,02:54:24,02:01:06,05:46:14
35,Cole Jackman,2561,M18-24,USA,00:34:11,03:04:42,01:51:18,05:46:36
61,Christopher Fons,3050,M25-29,USA,00:29:21,02:50:07,02:16:56,05:46:42
6,Courtney Culligan,697,F50-54,USA,00:33:07,02:50:31,02:14:48,05:46:44
99,Hunter Lydon,1729,M30-34,USA,00:41:10,02:57:21,02:00:20,05:46:54
75,Randy Kastler,1349,M50-54,USA,00:40:34,02:59:40,01:56:52,05:46:56
62,Dominic Pera,1464,M25-29,USA,00:31:47,03:01:23,02:01:06,05:46:56
63,Brock Frazer,2639,M25-29,USA,00:42:07,02:52:22,02:01:05,05:46:56
7,Vanessa Cook,1797,F50-54,USA,00:37:40,03:02:31,01:58:19,05:47:01
74,Anthony Amoroso,1921,M45-49,USA,00:40:59,02:47:58,02:07:00,05:47:12
41,Paul Stedman,412,M55-59,USA,00:41:55,02:55:08,01:57:07,05:47:17
22,Diana Buran,744,F45-49,USA,00:33:54,03:01:58,02:03:07,05:47:24
85,Matt Barton,1745,M40-44,USA,00:35:18,02:56:12,02:07:18,05:47:28
100,Wesley Dede,2127,M30-34,USA,00:35:24,03:03:48,01:57:12,05:47:31
33,Amanda Withington,273,F30-34,USA,00:26:27,02:53:22,02:21:39,05:47:47
64,Josh Newberg,2446,M25-29,USA,00:41:16,03:02:36,01:52:56,05:47:47
29,Jenny Benjamin,766,F35-39,USA,00:34:23,02:57:45,02:06:13,05:47:57
101,Kyle Raymond,2201,M30-34,USA,00:37:52,03:02:04,01:59:01,05:48:01
107,Doug Prough,1500,M35-39,USA,00:35:14,02:48:30,02:12:50,05:48:17
30,Jessica Swihart,1926,F35-39,USA,00:38:13,03:06:43,01:53:46,05:48:17
28,Starr Fowler,480,F40-44,USA,00:39:59,03:02:55,01:55:25,05:48:23
102,Michael Meyer,2906,M30-34,USA,00:38:44,03:00:16,01:51:06,05:48:26
31,Jessica Tapp,931,F35-39,USA,00:36:33,02:53:31,02:10:45,05:48:32
86,Andy Hayes,2948,M40-44,USA,00:37:52,02:53:14,02:01:51,05:48:33
108,Sam Geddes,2709,M35-39,USA,00:39:02,02:55:25,02:02:18,05:48:37
42,Roger Light,1402,M55-59,USA,00:41:57,02:42:54,02:13:40,05:48:38
32,Marie Town,921,F35-39,USA,00:38:42,02:56:31,02:01:04,05:48:40
19,Megan Sever,2807,F25-29,USA,00:33:07,03:03:38,02:00:32,05:48:42
33,Cheryl Roper,2873,F35-39,USA,00:34:46,03:10:04,01:50:00,05:48:44
87,Bradford Walker,1530,M40-44,USA,00:37:50,02:43:04,02:13:29,05:48:46
76,Scott Rice,630,M50-54,USA,00:40:57,02:45:42,02:09:59,05:48:50
77,Craig Ward,1224,M50-54,USA,00:37:32,02:55:42,01:52:03,05:48:54
88,Blake Roper,2877,M40-44,USA,00:37:53,02:57:24,01:57:55,05:48:55
34,Ashley Acosta,2282,F30-34,USA,00:38:02,02:57:24,02:03:17,05:48:56
89,Louis Isom,2325,M40-44,USA,00:39:10,02:53:35,02:05:57,05:48:58
75,Carsten Larsen,1164,M45-49,USA,00:42:52,02:53:56,01:57:34,05:49:00
90,James Sandoval,864,M40-44,USA,00:42:34,02:46:46,02:11:23,05:49:08
20,Cassidy Breneiser,1426,F25-29,USA,00:35:59,03:02:12,02:01:38,05:49:14
15,Bob Woodruff,1727,M60-64,USA,00:35:25,02:48:16,02:14:29,05:49:15
109,Andrew Peralta,1695,M35-39,USA,00:31:27,02:57:14,02:12:39,05:49:17
36,Brandon Barlow,2749,M18-24,USA,00:33:57,03:00:41,02:03:37,05:49:17
65,Jason Luzinski,2679,M25-29,USA,00:30:07,03:04:16,02:04:12,05:49:18
78,Neal Oseland,1345,M50-54,USA,00:38:56,02:51:12,02:11:20,05:49:21
35,Tia Dillman,824,F30-34,USA,00:36:29,02:57:03,02:06:27,05:49:33
79,Rob Sorensen,2216,M50-54,USA,00:40:37,02:49:58,02:07:26,05:49:33
91,Chuck Skinner,2841,M40-44,USA,00:41:26,02:44:21,02:13:07,05:49:41
110,Thomas Orwin,2982,M35-39,USA,00:39:43,02:58:14,01:55:13,05:50:02
111,David Torna,2008,M35-39,USA,00:28:11,03:08:14,02:03:10,05:50:02
80,Steve Grasser,884,M50-54,USA,00:36:02,02:59:12,02:04:12,05:50:17
81,Lyle Hoffman,2820,M50-54,USA,00:43:26,03:00:24,01:51:51,05:50:21
82,Tupakk Renteria,796,M50-54,USA,00:40:21,02:56:00,02:02:37,05:50:25
23,Teresa Hogan,3015,F45-49,USA,00:40:58,02:54:49,02:01:08,05:50:28
76,Gordon Stock,2554,M45-49,USA,00:34:56,02:48:15,02:17:52,05:50:30
36,Aprilyn Carl,1365,F30-34,USA,00:42:20,02:58:00,02:00:32,05:50:37
29,Tiana Rockwell,1085,F40-44,USA,00:33:28,03:04:15,02:03:34,05:50:38
16,Steven Wade,405,M60-64,USA,00:34:49,02:59:35,02:08:12,05:50:41
83,Kyle Walker,1895,M50-54,USA,00:35:48,02:48:28,02:17:29,05:50:44
21,Alexis Baillie,2572,F25-29,USA,00:34:52,03:05:05,01:54:21,05:50:47
34,Denise Miller,844,F35-39,USA,00:38:07,02:43:48,02:18:56,05:50:47
84,Loren Anthony,850,M50-54,USA,00:40:06,02:51:26,02:07:22,05:50:55
103,Brian Hannibal,1364,M30-34,USA,00:47:26,02:45:44,02:06:31,05:50:57
66,Tuff Fowler,2076,M25-29,USA,00:44:40,03:04:17,01:52:26,05:50:59
22,Briana Vorkink,1571,F25-29,USA,00:39:03,03:00:17,02:03:12,05:51:00
104,Matt Raven,2764,M30-34,USA,00:35:56,03:04:57,01:57:40,05:51:00
77,Justin Wilson,1498,M45-49,USA,00:39:19,03:00:07,01:58:50,05:51:10
85,Bryan Baker,835,M50-54,USA,00:34:05,02:59:49,02:03:48,05:51:16
-,Team Team Olson,4050,RELAY,USA,00:51:34,02:35:59,02:18:21,05:51:17
37,Julianne Dickerson,2857,F30-34,USA,00:45:46,02:58:01,01:54:45,05:51:18
-,Team Powerlink Bike,4031,RELAY,USA,00:29:38,03:23:27,01:51:53,05:51:21
105,Jeffrey Andersen,2311,M30-34,USA,00:39:49,02:57:45,02:04:19,05:51:28
30,Rhonda Yeager,3049,F40-44,USA,00:37:44,02:54:16,02:08:56,05:51:31
24,Wendy Lyall,965,F45-49,USA,00:38:26,02:55:34,02:06:05,05:51:36
78,Ryan Hatch,1495,M45-49,USA,00:39:00,02:49:55,02:11:56,05:51:44
38,Kim Urmaza,1720,F30-34,USA,00:41:50,03:03:15,01:56:55,05:51:44
112,Anthony Rochette,985,M35-39,FRA,00:40:30,02:43:58,02:18:51,05:51:50
43,Wade Grow,1934,M55-59,USA,00:31:44,02:55:09,02:15:59,05:51:53
35,Ashleigh Moe,1801,F35-39,USA,00:41:03,03:01:50,01:57:54,05:51:53
1,Mike Wien,192,M70-74,USA,00:39:58,02:59:19,01:57:46,05:52:02
25,Esther Collinetti,733,F45-49,USA,00:37:04,03:05:43,01:58:47,05:52:03
79,Lou Fragoso,1917,M45-49,USA,00:38:10,02:55:55,02:08:12,05:52:11
80,Thomas Tuchscherer,497,M45-49,USA,00:41:41,02:46:30,02:12:54,05:52:16
86,Piotr Pasterczyk,1286,M50-54,POL,00:39:39,02:59:16,02:02:36,05:52:26
113,Cody Jarrett,1102,M35-39,USA,00:38:58,02:51:57,02:06:21,05:52:28
44,Geoff Melrose,459,M55-59,USA,00:38:01,03:05:05,01:53:31,05:52:28
7,Cynthia Hutchings,998,F55-59,USA,00:34:52,03:02:54,02:03:26,05:52:29
114,Dustin Randall,2795,M35-39,USA,00:39:54,03:01:54,01:56:07,05:52:38
87,Nick Taylor,1553,M50-54,USA,00:37:22,03:02:45,02:01:43,05:52:42
106,Jared McClure,2052,M30-34,USA,00:32:13,02:58:14,02:10:59,05:52:50
26,Sarah Reed,1593,F45-49,USA,00:35:15,03:12:16,01:55:08,05:52:53
115,Chase Bolding,2645,M35-39,USA,00:41:39,03:04:05,01:52:32,05:52:54
67,Chase Leavitt,1283,M25-29,USA,00:39:28,02:52:54,02:10:22,05:53:05
8,Raeleigh Harris,2387,F50-54,AUS,00:38:28,03:00:06,02:02:15,05:53:06
92,Brian Blair,1282,M40-44,USA,00:44:01,02:55:58,02:01:36,05:53:09
107,Michael Butler,2403,M30-34,USA,00:42:21,02:51:07,02:09:02,05:53:14
31,Monique Radman,748,F40-44,USA,00:38:39,03:03:20,02:02:33,05:53:22
116,Brett Hartwell,1109,M35-39,USA,00:37:31,02:57:53,02:07:23,05:53:25
45,J.T. Thompson,957,M55-59,USA,00:32:48,02:59:08,02:10:22,05:53:29
81,Morgan Niehus,848,M45-49,USA,00:44:29,02:40:43,02:14:16,05:53:30
82,Rich Shelley,2765,M45-49,USA,00:31:42,03:00:27,02:09:07,05:53:30
36,Candace McCutcheon,960,F35-39,USA,00:42:46,03:03:24,01:59:56,05:53:40
83,Steve Monson,1119,M45-49,USA,00:36:26,02:49:03,02:19:19,05:53:46
